B9J08_003268	CJI97_003343
B9J08_005231	CJI97_005313
B9J08_003561	CJI97_003634
B9J08_003898	CJI97_004123
B9J08_001795	CJI97_002456
B9J08_003251	CJI97_003326
B9J08_001026	CJI97_001046
B9J08_003320	CJI97_003395
B9J08_002932	CJI97_003005
B9J08_004058	CJI97_003966
B9J08_000466	CJI97_000466
B9J08_005559	CJI97_004550
B9J08_002732	CJI97_002785
B9J08_000434	CJI97_000434
B9J08_000662	CJI97_000663
B9J08_004611	CJI97_004841
B9J08_002709	CJI97_002762
B9J08_000209	CJI97_000212
B9J08_003153	CJI97_003225
B9J08_005453	CJI97_005536
B9J08_003273	CJI97_003348
B9J08_005023	CJI97_005106
B9J08_002740	CJI97_002794
B9J08_005104	CJI97_005188
B9J08_004019	CJI97_004004
B9J08_005224	CJI97_005306
B9J08_003771	CJI97_003843
B9J08_004050	CJI97_003974
B9J08_004843	CJI97_004609
B9J08_000643	CJI97_000645
B9J08_001020	CJI97_001040
B9J08_002365	CJI97_001910
B9J08_001863	CJI97_002524
B9J08_003437	CJI97_003511
B9J08_000326	CJI97_000326
B9J08_003154	CJI97_003226
B9J08_003059	CJI97_003131
B9J08_001831	CJI97_002492
B9J08_004346	CJI97_004409
B9J08_000818	CJI97_000836
B9J08_001798	CJI97_002459
B9J08_002908	CJI97_002982
B9J08_003368	CJI97_002263
B9J08_003798	CJI97_003870
B9J08_000609	CJI97_000611
B9J08_004460	CJI97_004524
B9J08_002126	CJI97_002317
B9J08_004642	CJI97_004810
B9J08_001087	CJI97_001519
B9J08_001314	CJI97_001290
B9J08_002216	CJI97_001566
B9J08_004639	CJI97_004813
B9J08_002571	CJI97_002115
B9J08_004232	CJI97_004297
B9J08_004899	CJI97_004983
B9J08_003662	CJI97_003737
B9J08_004182	CJI97_004246
B9J08_000308	CJI97_000308
B9J08_002117	CJI97_002308
B9J08_005337	CJI97_005420
B9J08_005009	CJI97_005092
B9J08_001640	CJI97_001670
B9J08_004476	CJI97_004975
B9J08_003411	CJI97_003486
B9J08_004819	CJI97_004633
B9J08_003374	CJI97_003449
B9J08_005462	CJI97_005545
B9J08_005222	CJI97_005304
B9J08_001839	CJI97_002500
B9J08_005177	CJI97_005261
B9J08_000392	CJI97_000392
B9J08_003777	CJI97_003849
B9J08_004220	CJI97_004285
B9J08_002958	CJI97_003031
B9J08_000486	CJI97_000486
B9J08_001998	CJI97_002189
B9J08_001344	CJI97_001260
B9J08_004766	CJI97_004686
B9J08_005392	CJI97_005475
B9J08_004840	CJI97_004612
B9J08_001019	CJI97_001039
B9J08_003149	CJI97_003221
B9J08_003098	CJI97_003171
B9J08_001031	CJI97_001051
B9J08_002181	CJI97_001601
B9J08_002929	CJI97_003002
B9J08_004440	CJI97_004504
B9J08_001781	CJI97_002442
B9J08_000291	CJI97_000292
B9J08_003134	CJI97_003206
B9J08_005388	CJI97_005471
B9J08_001761	CJI97_002422
B9J08_000603	CJI97_000605
B9J08_001187	CJI97_001419
B9J08_003037	CJI97_003109
B9J08_003176	CJI97_003248
B9J08_004941	CJI97_005025
B9J08_000681	CJI97_000682
B9J08_001084	CJI97_001522
B9J08_001299	CJI97_001306
B9J08_001888	CJI97_002549
B9J08_004328	CJI97_004391
B9J08_002256	CJI97_001799
B9J08_001318	CJI97_001286
B9J08_000931	CJI97_000949
B9J08_001260	CJI97_001346
B9J08_002529	CJI97_002074
B9J08_004237	CJI97_004302
B9J08_003516	CJI97_003589
B9J08_003031	CJI97_003102
B9J08_005282	CJI97_005366
B9J08_001973	CJI97_002158
B9J08_000520	CJI97_000522
B9J08_001735	CJI97_002396
B9J08_001133	CJI97_001473
B9J08_001025	CJI97_001045
B9J08_003324	CJI97_003399
B9J08_005442	CJI97_005525
B9J08_005450	CJI97_005533
B9J08_001386	CJI97_001218
B9J08_000794	CJI97_000795
B9J08_005102	CJI97_005186
B9J08_003758	CJI97_003832
B9J08_004562	CJI97_004890
B9J08_003667	CJI97_003742
B9J08_000478	CJI97_000478
B9J08_005100	CJI97_005184
B9J08_001297	CJI97_001308
B9J08_000320	CJI97_000320
B9J08_001632	CJI97_001678
B9J08_000797	CJI97_000798
B9J08_003727	CJI97_003801
B9J08_004372	CJI97_004435
B9J08_000511	CJI97_000512
B9J08_003646	CJI97_003721
B9J08_004150	CJI97_004213
B9J08_000824	CJI97_000842
B9J08_003186	CJI97_003257
B9J08_002274	CJI97_001817
B9J08_004564	CJI97_004888
B9J08_004878	CJI97_004574
B9J08_004089	CJI97_004157
B9J08_000698	CJI97_000699
B9J08_004702	CJI97_004749
B9J08_004946	CJI97_005030
B9J08_000912	CJI97_000930
B9J08_002151	CJI97_001630
B9J08_002723	CJI97_002776
B9J08_002810	CJI97_002866
B9J08_003314	CJI97_003389
B9J08_002623	CJI97_002677
B9J08_005492	CJI97_005575
B9J08_004061	CJI97_003963
B9J08_003934	CJI97_004088
B9J08_003427	CJI97_003502
B9J08_003954	CJI97_004068
B9J08_002063	CJI97_002254
B9J08_004888	CJI97_004564
B9J08_000800	CJI97_000801
B9J08_002805	CJI97_002860
B9J08_004100	CJI97_005649
B9J08_000900	CJI97_000918
B9J08_001986	CJI97_002177
B9J08_001350	CJI97_001254
B9J08_002493	CJI97_002037
B9J08_004419	CJI97_004482
B9J08_002142	CJI97_001639
B9J08_004989	CJI97_005072
B9J08_001729	CJI97_002390
B9J08_003795	CJI97_003867
B9J08_000508	CJI97_000509
B9J08_004423	CJI97_004486
B9J08_002084	CJI97_002275
B9J08_000105	CJI97_000110
B9J08_005249	CJI97_005331
B9J08_001219	CJI97_001387
B9J08_003419	CJI97_003494
B9J08_004161	CJI97_004225
B9J08_000020	CJI97_000027
B9J08_002791	CJI97_002846
B9J08_004712	CJI97_004739
B9J08_004488	CJI97_004964
B9J08_000427	CJI97_000427
B9J08_003797	CJI97_003869
B9J08_001830	CJI97_002491
B9J08_003711	CJI97_003785
B9J08_001331	CJI97_001273
B9J08_002896	CJI97_002952
B9J08_003591	CJI97_003664
B9J08_001374	CJI97_001230
B9J08_000018	CJI97_000025
B9J08_003739	CJI97_003813
B9J08_003177	CJI97_003249
B9J08_000739	CJI97_000740
B9J08_001352	CJI97_001252
B9J08_002343	CJI97_001886
B9J08_001290	CJI97_001316
B9J08_004164	CJI97_004228
B9J08_003145	CJI97_003217
B9J08_003463	CJI97_003537
B9J08_004578	CJI97_004874
B9J08_000077	CJI97_000082
B9J08_004565	CJI97_004887
B9J08_002922	CJI97_002996
B9J08_003353	CJI97_003428
B9J08_004692	CJI97_004760
B9J08_003262	CJI97_003337
B9J08_002604	CJI97_002658
B9J08_000619	CJI97_000621
B9J08_004227	CJI97_004292
B9J08_004744	CJI97_004708
B9J08_003563	CJI97_003636
B9J08_004704	CJI97_004747
B9J08_004741	CJI97_004711
B9J08_002797	CJI97_002852
B9J08_001237	CJI97_001369
B9J08_005322	CJI97_005405
B9J08_005264	CJI97_005347
B9J08_003552	CJI97_003625
B9J08_002533	CJI97_002078
B9J08_001178	CJI97_001428
B9J08_000208	CJI97_000211
B9J08_002865	CJI97_002922
B9J08_002196	CJI97_001586
B9J08_000530	CJI97_000532
B9J08_004207	CJI97_004271
B9J08_002750	CJI97_002804
B9J08_002951	CJI97_003024
B9J08_001228	CJI97_001378
B9J08_005367	CJI97_005450
B9J08_000473	CJI97_000473
B9J08_002017	CJI97_002208
B9J08_002129	CJI97_002320
B9J08_000943	CJI97_000962
B9J08_004706	CJI97_004745
B9J08_003973	CJI97_004050
B9J08_003793	CJI97_003865
B9J08_001734	CJI97_002395
B9J08_002593	CJI97_002647
B9J08_002751	CJI97_002805
B9J08_001730	CJI97_002391
B9J08_002505	CJI97_002050
B9J08_000465	CJI97_000465
B9J08_004248	CJI97_002136
B9J08_003706	CJI97_002136
B9J08_004317	CJI97_004379
B9J08_004847	CJI97_004605
B9J08_004568	CJI97_004884
B9J08_001244	CJI97_001362
B9J08_004874	CJI97_004578
B9J08_005565	CJI97_004556
B9J08_000260	CJI97_000261
B9J08_003655	CJI97_003730
B9J08_004805	CJI97_004647
B9J08_001196	CJI97_001410
B9J08_003895	CJI97_004126
B9J08_005172	CJI97_005256
B9J08_005353	CJI97_005436
B9J08_002848	CJI97_002904
B9J08_000139	CJI97_000144
B9J08_000353	CJI97_000353
B9J08_000341	CJI97_000341
B9J08_003390	CJI97_003465
B9J08_004987	CJI97_005070
B9J08_003608	CJI97_003681
B9J08_005536	CJI97_004772
B9J08_000841	CJI97_000859
B9J08_001711	CJI97_002373
B9J08_000653	CJI97_000655
B9J08_005178	CJI97_005262
B9J08_005248	CJI97_005330
B9J08_001338	CJI97_001266
B9J08_004455	CJI97_004519
B9J08_001443	CJI97_001161
B9J08_000952	CJI97_000971
B9J08_001808	CJI97_002469
B9J08_003139	CJI97_003211
B9J08_001596	CJI97_001714
B9J08_002901	CJI97_002975
B9J08_000538	CJI97_000540
B9J08_004503	CJI97_004949
B9J08_002685	CJI97_002737
B9J08_004514	CJI97_004938
B9J08_000874	CJI97_000892
B9J08_005256	CJI97_005338
B9J08_001800	CJI97_002461
B9J08_002617	CJI97_002671
B9J08_000250	CJI97_000251
B9J08_005127	CJI97_005211
B9J08_004723	CJI97_004728
B9J08_002475	CJI97_002018
B9J08_004807	CJI97_004645
B9J08_005447	CJI97_005530
B9J08_001739	CJI97_002400
B9J08_004991	CJI97_005074
B9J08_003716	CJI97_003790
B9J08_002647	CJI97_002700
B9J08_002792	CJI97_002847
B9J08_000100	CJI97_000105
B9J08_002451	CJI97_001995
B9J08_003879	CJI97_003951
B9J08_000786	CJI97_000787
B9J08_001856	CJI97_002517
B9J08_001358	CJI97_001246
B9J08_001401	CJI97_001203
B9J08_002719	CJI97_002772
B9J08_002462	CJI97_002006
B9J08_004204	CJI97_004268
B9J08_005074	CJI97_005159
B9J08_004189	CJI97_004253
B9J08_000740	CJI97_000741
B9J08_005112	CJI97_005196
B9J08_001844	CJI97_002505
B9J08_003776	CJI97_003848
B9J08_002753	CJI97_002807
B9J08_004038	CJI97_003986
B9J08_001941	CJI97_002602
B9J08_000994	CJI97_001013
B9J08_002827	CJI97_002882
B9J08_005041	CJI97_005125
B9J08_002301	CJI97_001844
B9J08_004040	CJI97_003984
B9J08_000129	CJI97_000134
B9J08_003343	CJI97_003418
B9J08_002106	CJI97_002297
B9J08_000028	CJI97_000035
B9J08_004809	CJI97_004643
B9J08_003396	CJI97_003471
B9J08_002947	CJI97_003020
B9J08_004610	CJI97_004842
B9J08_000056	CJI97_000062
B9J08_001912	CJI97_002573
B9J08_000969	CJI97_000988
B9J08_004320	CJI97_004382
B9J08_000222	CJI97_000224
B9J08_001889	CJI97_002550
B9J08_005271	CJI97_005355
B9J08_004491	CJI97_004961
B9J08_002443	CJI97_001987
B9J08_001523	CJI97_001081
B9J08_002269	CJI97_001812
B9J08_004315	CJI97_004377
B9J08_005018	CJI97_005101
B9J08_004006	CJI97_004017
B9J08_001770	CJI97_002431
B9J08_002405	CJI97_001949
B9J08_001257	CJI97_001349
B9J08_003404	CJI97_003479
B9J08_003593	CJI97_003666
B9J08_005021	CJI97_005104
B9J08_005457	CJI97_005540
B9J08_001595	CJI97_001715
B9J08_001913	CJI97_002574
B9J08_005170	CJI97_005254
B9J08_003995	CJI97_004028
B9J08_000253	CJI97_000254
B9J08_002262	CJI97_001805
B9J08_004517	CJI97_004935
B9J08_000672	CJI97_000673
B9J08_000183	CJI97_000185
B9J08_000959	CJI97_000978
B9J08_005226	CJI97_005308
B9J08_000604	CJI97_004780
B9J08_001029	CJI97_001049
B9J08_003477	CJI97_003551
B9J08_003414	CJI97_003489
B9J08_002918	CJI97_002992
B9J08_001876	CJI97_002537
B9J08_005403	CJI97_005486
B9J08_002064	CJI97_002255
B9J08_002040	CJI97_002231
B9J08_005208	CJI97_005291
B9J08_004051	CJI97_003973
B9J08_002601	CJI97_002655
B9J08_004134	CJI97_004197
B9J08_000722	CJI97_000723
B9J08_001688	CJI97_002350
B9J08_001486	CJI97_001118
B9J08_003358	CJI97_003433
B9J08_000541	CJI97_000543
B9J08_001004	CJI97_001024
B9J08_002479	CJI97_002022
B9J08_002954	CJI97_003027
B9J08_000858	CJI97_000876
B9J08_000532	CJI97_000534
B9J08_001530	CJI97_001779
B9J08_000383	CJI97_000383
B9J08_004048	CJI97_003976
B9J08_003749	CJI97_003823
B9J08_004982	CJI97_005065
B9J08_004490	CJI97_004962
B9J08_005205	CJI97_005288
B9J08_002340	CJI97_001883
B9J08_003690	CJI97_003765
B9J08_000673	CJI97_000675
B9J08_003498	CJI97_003572
B9J08_003193	CJI97_003264
B9J08_004268	CJI97_004331
B9J08_003609	CJI97_003682
B9J08_001620	CJI97_001690
B9J08_002773	CJI97_002828
B9J08_001110	CJI97_001496
B9J08_003434	CJI97_003508
B9J08_002941	CJI97_003014
B9J08_000294	CJI97_000295
B9J08_003756	CJI97_003830
B9J08_003882	CJI97_003954
B9J08_001120	CJI97_001486
B9J08_001566	CJI97_001744
B9J08_001052	CJI97_001072
B9J08_002747	CJI97_002801
B9J08_000819	CJI97_000837
B9J08_000048	CJI97_000054
B9J08_003623	CJI97_003696
B9J08_003473	CJI97_003547
B9J08_004731	CJI97_004720
B9J08_001175	CJI97_001431
B9J08_001346	CJI97_001258
B9J08_001017	CJI97_001037
B9J08_002312	CJI97_001855
B9J08_002583	CJI97_002127
B9J08_004356	CJI97_004419
B9J08_003567	CJI97_003640
B9J08_001287	CJI97_001319
B9J08_002919	CJI97_002993
B9J08_002722	CJI97_002775
B9J08_003804	CJI97_003876
B9J08_003590	CJI97_003663
B9J08_002042	CJI97_002233
B9J08_002938	CJI97_003011
B9J08_003394	CJI97_003469
B9J08_000086	CJI97_000091
B9J08_005167	CJI97_005251
B9J08_002235	CJI97_001548
B9J08_002076	CJI97_002267
B9J08_004272	CJI97_004335
B9J08_002114	CJI97_002305
B9J08_002993	CJI97_003064
B9J08_000461	CJI97_000461
B9J08_002347	CJI97_001890
B9J08_004689	CJI97_004763
B9J08_002656	CJI97_002709
B9J08_000807	CJI97_000808
B9J08_002534	CJI97_002079
B9J08_004747	CJI97_004705
B9J08_003103	CJI97_003176
B9J08_004118	CJI97_004181
B9J08_003534	CJI97_003607
B9J08_001086	CJI97_001520
B9J08_003547	CJI97_003620
B9J08_004426	CJI97_004489
B9J08_003689	CJI97_003764
B9J08_002145	CJI97_001636
B9J08_004746	CJI97_004706
B9J08_003788	CJI97_003860
B9J08_001893	CJI97_002554
B9J08_003234	CJI97_003309
B9J08_000170	CJI97_000172
B9J08_001232	CJI97_001374
B9J08_003923	CJI97_004098
B9J08_004091	CJI97_004159
B9J08_002752	CJI97_002806
B9J08_001169	CJI97_001437
B9J08_001468	CJI97_001136
B9J08_003302	CJI97_003377
B9J08_003313	CJI97_003388
B9J08_004520	CJI97_004932
B9J08_005515	CJI97_005597
B9J08_003022	CJI97_003093
B9J08_002147	CJI97_001634
B9J08_003274	CJI97_003349
B9J08_001040	CJI97_001060
B9J08_000467	CJI97_000467
B9J08_004068	CJI97_004136
B9J08_003796	CJI97_003868
B9J08_004412	CJI97_004475
B9J08_000196	CJI97_000198
B9J08_000830	CJI97_000848
B9J08_002637	CJI97_002690
B9J08_004094	CJI97_004162
B9J08_002999	CJI97_003070
B9J08_002039	CJI97_002230
B9J08_001370	CJI97_001234
B9J08_004583	CJI97_004869
B9J08_002746	CJI97_002800
B9J08_004389	CJI97_004452
B9J08_002813	CJI97_002869
B9J08_002112	CJI97_002303
B9J08_001799	CJI97_002460
B9J08_002473	CJI97_002016
B9J08_003833	CJI97_003906
B9J08_003015	CJI97_003086
B9J08_000171	CJI97_000173
B9J08_005052	CJI97_005136
B9J08_003039	CJI97_003111
B9J08_003678	CJI97_003753
B9J08_002580	CJI97_002124
B9J08_004745	CJI97_004707
B9J08_002934	CJI97_003007
B9J08_004014	CJI97_004009
B9J08_003737	CJI97_003811
B9J08_003659	CJI97_003734
B9J08_004258	CJI97_004321
B9J08_003672	CJI97_003747
B9J08_001572	CJI97_001738
B9J08_003357	CJI97_003432
B9J08_004676	CJI97_004776
B9J08_001155	CJI97_001451
B9J08_005364	CJI97_005447
B9J08_002984	CJI97_003055
B9J08_005098	CJI97_005182
B9J08_001430	CJI97_001173
B9J08_000638	CJI97_000640
B9J08_001298	CJI97_001307
B9J08_001096	CJI97_001510
B9J08_002609	CJI97_002663
B9J08_003571	CJI97_003644
B9J08_002354	CJI97_001899
B9J08_005017	CJI97_005100
B9J08_002072	CJI97_002263
B9J08_003694	CJI97_003769
B9J08_004166	CJI97_004230
B9J08_001578	CJI97_001732
B9J08_002877	CJI97_002934
B9J08_002107	CJI97_002298
B9J08_002616	CJI97_002670
B9J08_002080	CJI97_002271
B9J08_005122	CJI97_005206
B9J08_003318	CJI97_003393
B9J08_003081	CJI97_003153
B9J08_001575	CJI97_001735
B9J08_002125	CJI97_002316
B9J08_002573	CJI97_002117
B9J08_000817	CJI97_000835
B9J08_003745	CJI97_003819
B9J08_004506	CJI97_004946
B9J08_001764	CJI97_002425
B9J08_001099	CJI97_001507
B9J08_001266	CJI97_001340
B9J08_004008	CJI97_004015
B9J08_000128	CJI97_000133
B9J08_003277	CJI97_003352
B9J08_004510	CJI97_004942
B9J08_001684	CJI97_002346
B9J08_004160	CJI97_004224
B9J08_003680	CJI97_003755
B9J08_004602	CJI97_004850
B9J08_003058	CJI97_003130
B9J08_003359	CJI97_003434
B9J08_004462	CJI97_004526
B9J08_000376	CJI97_000376
B9J08_001817	CJI97_002478
B9J08_002075	CJI97_002266
B9J08_005126	CJI97_005210
B9J08_003600	CJI97_003673
B9J08_000950	CJI97_000969
B9J08_000528	CJI97_000530
B9J08_001305	CJI97_001300
B9J08_001981	CJI97_002166
B9J08_002396	CJI97_001940
B9J08_000954	CJI97_000973
B9J08_002861	CJI97_002917
B9J08_001444	CJI97_001160
B9J08_004580	CJI97_004872
B9J08_003443	CJI97_003517
B9J08_002161	CJI97_001620
B9J08_003907	CJI97_004114
B9J08_004148	CJI97_004211
B9J08_005449	CJI97_005532
B9J08_001850	CJI97_002511
B9J08_000177	CJI97_000179
B9J08_000474	CJI97_000474
B9J08_003859	CJI97_003932
B9J08_003902	CJI97_004119
B9J08_000551	CJI97_000553
B9J08_001683	CJI97_002345
B9J08_005095	CJI97_005179
B9J08_000422	CJI97_000422
B9J08_004216	CJI97_004281
B9J08_002966	CJI97_003037
B9J08_004622	CJI97_004830
B9J08_001210	CJI97_001396
B9J08_000501	CJI97_000502
B9J08_004494	CJI97_004958
B9J08_002115	CJI97_002306
B9J08_001897	CJI97_002558
B9J08_004575	CJI97_004877
B9J08_004413	CJI97_004476
B9J08_000776	CJI97_000777
B9J08_005118	CJI97_005202
B9J08_003347	CJI97_003422
B9J08_005209	CJI97_005292
B9J08_001456	CJI97_001148
B9J08_000269	CJI97_000270
B9J08_001284	CJI97_001322
B9J08_004589	CJI97_004863
B9J08_003930	CJI97_004092
B9J08_001113	CJI97_001493
B9J08_004535	CJI97_004917
B9J08_000361	CJI97_000361
B9J08_000665	CJI97_000666
B9J08_003032	CJI97_003103
B9J08_001417	CJI97_001187
B9J08_005166	CJI97_005250
B9J08_003045	CJI97_003117
B9J08_001995	CJI97_002186
B9J08_004404	CJI97_004467
B9J08_000328	CJI97_000328
B9J08_001127	CJI97_001479
B9J08_003642	CJI97_003717
B9J08_001624	CJI97_001686
B9J08_002847	CJI97_002903
B9J08_000631	CJI97_000633
B9J08_003115	CJI97_003187
B9J08_003410	CJI97_003485
B9J08_004853	CJI97_004599
B9J08_003231	CJI97_003306
B9J08_002205	CJI97_001577
B9J08_005285	CJI97_005369
B9J08_003187	CJI97_003258
B9J08_004619	CJI97_004833
B9J08_002672	CJI97_002725
B9J08_004768	CJI97_004684
B9J08_003525	CJI97_003598
B9J08_003089	CJI97_003162
B9J08_002315	CJI97_001858
B9J08_004914	CJI97_004998
B9J08_002204	CJI97_001578
B9J08_001458	CJI97_001146
B9J08_000579	CJI97_000581
B9J08_001229	CJI97_001377
B9J08_000186	CJI97_000188
B9J08_001857	CJI97_002518
B9J08_004042	CJI97_003982
B9J08_004307	CJI97_004369
B9J08_004428	CJI97_004492
B9J08_005137	CJI97_005221
B9J08_003718	CJI97_003792
B9J08_001997	CJI97_002188
B9J08_000614	CJI97_000616
B9J08_001507	CJI97_001097
B9J08_002255	CJI97_001798
B9J08_004226	CJI97_004291
B9J08_004911	CJI97_004995
B9J08_003450	CJI97_003524
B9J08_001436	CJI97_001167
B9J08_005296	CJI97_005380
B9J08_003413	CJI97_003488
B9J08_000302	CJI97_000302
B9J08_004070	CJI97_004138
B9J08_002843	CJI97_002899
B9J08_004802	CJI97_004650
B9J08_004839	CJI97_004613
B9J08_005281	CJI97_005365
B9J08_002008	CJI97_002199
B9J08_000844	CJI97_000862
B9J08_000217	CJI97_000219
B9J08_001479	CJI97_001125
B9J08_004792	CJI97_004660
B9J08_001223	CJI97_001383
B9J08_003114	CJI97_003186
B9J08_000588	CJI97_000590
B9J08_000207	CJI97_000210
B9J08_002387	CJI97_001932
B9J08_002632	CJI97_002685
B9J08_004044	CJI97_003980
B9J08_001976	CJI97_002161
B9J08_001609	CJI97_001701
B9J08_004905	CJI97_004989
B9J08_000456	CJI97_000456
B9J08_004977	CJI97_005060
B9J08_002033	CJI97_002224
B9J08_003122	CJI97_003194
B9J08_000896	CJI97_000914
B9J08_004157	CJI97_004221
B9J08_004638	CJI97_004814
B9J08_001814	CJI97_002475
B9J08_000394	CJI97_000394
B9J08_000468	CJI97_000468
B9J08_005416	CJI97_005499
B9J08_001217	CJI97_001389
B9J08_000770	CJI97_000771
B9J08_000652	CJI97_000654
B9J08_003747	CJI97_003821
B9J08_000648	CJI97_000650
B9J08_001251	CJI97_001355
B9J08_001129	CJI97_001477
B9J08_003602	CJI97_003675
B9J08_002886	CJI97_002942
B9J08_003947	CJI97_004075
B9J08_003247	CJI97_003322
B9J08_002341	CJI97_001884
B9J08_001765	CJI97_002426
B9J08_000735	CJI97_000736
B9J08_004097	CJI97_004165
B9J08_003348	CJI97_003423
B9J08_002081	CJI97_002272
B9J08_002550	CJI97_002095
B9J08_000774	CJI97_000775
B9J08_001877	CJI97_002538
B9J08_004774	CJI97_004678
B9J08_003641	CJI97_003716
B9J08_000101	CJI97_000106
B9J08_001740	CJI97_002401
B9J08_001663	CJI97_001647
B9J08_003276	CJI97_003351
B9J08_004849	CJI97_004603
B9J08_001035	CJI97_001055
B9J08_005564	CJI97_004555
B9J08_003317	CJI97_003392
B9J08_003735	CJI97_003809
B9J08_002970	CJI97_003041
B9J08_004952	CJI97_005036
B9J08_002627	CJI97_002680
B9J08_004347	CJI97_004410
B9J08_000808	CJI97_000809
B9J08_001984	CJI97_002169
B9J08_002165	CJI97_001616
B9J08_000213	CJI97_000216
B9J08_001719	CJI97_002380
B9J08_004612	CJI97_004840
B9J08_001475	CJI97_001129
B9J08_000205	CJI97_000208
B9J08_000117	CJI97_000122
B9J08_003828	CJI97_003901
B9J08_000695	CJI97_000696
B9J08_000150	CJI97_000155
B9J08_003158	CJI97_003230
B9J08_000985	CJI97_001004
B9J08_000903	CJI97_000921
B9J08_001549	CJI97_001761
B9J08_003922	CJI97_004099
B9J08_000107	CJI97_000112
B9J08_000151	CJI97_000156
B9J08_000917	CJI97_000935
B9J08_001560	CJI97_001750
B9J08_001315	CJI97_001289
B9J08_001854	CJI97_002515
B9J08_004236	CJI97_004301
B9J08_000281	CJI97_000282
B9J08_002898	CJI97_002955
B9J08_003356	CJI97_003431
B9J08_000407	CJI97_000407
B9J08_001088	CJI97_001518
B9J08_002558	CJI97_002103
B9J08_000211	CJI97_000214
B9J08_000988	CJI97_001007
B9J08_004803	CJI97_004649
B9J08_002193	CJI97_001589
B9J08_002334	CJI97_001877
B9J08_003801	CJI97_003873
B9J08_001959	CJI97_002144
B9J08_002675	CJI97_002728
B9J08_003751	CJI97_003825
B9J08_000027	CJI97_000034
B9J08_000408	CJI97_000408
B9J08_004409	CJI97_004472
B9J08_001054	CJI97_005652
B9J08_001361	CJI97_001243
B9J08_005438	CJI97_005521
B9J08_002105	CJI97_002296
B9J08_002054	CJI97_002245
B9J08_001442	CJI97_001162
B9J08_003130	CJI97_003202
B9J08_000451	CJI97_000451
B9J08_005191	CJI97_005275
B9J08_005573	CJI97_005623
B9J08_003652	CJI97_003727
B9J08_000907	CJI97_000925
B9J08_004349	CJI97_004412
B9J08_003752	CJI97_003826
B9J08_002220	CJI97_001563
B9J08_005031	CJI97_005115
B9J08_002608	CJI97_002662
B9J08_001339	CJI97_001265
B9J08_001546	CJI97_001763
B9J08_000689	CJI97_000690
B9J08_004570	CJI97_004882
B9J08_000029	CJI97_000036
B9J08_004690	CJI97_004762
B9J08_002975	CJI97_003046
B9J08_001766	CJI97_002427
B9J08_000727	CJI97_000728
B9J08_001214	CJI97_001392
B9J08_002831	CJI97_002886
B9J08_002213	CJI97_001569
B9J08_000778	CJI97_000779
B9J08_004495	CJI97_004957
B9J08_001076	CJI97_001530
B9J08_001317	CJI97_001287
B9J08_000955	CJI97_000974
B9J08_003152	CJI97_003224
B9J08_005266	CJI97_005349
B9J08_005115	CJI97_005199
B9J08_002595	CJI97_002649
B9J08_001665	CJI97_001645
B9J08_002018	CJI97_002209
B9J08_003576	CJI97_003649
B9J08_002542	CJI97_002087
B9J08_004633	CJI97_004819
B9J08_000664	CJI97_000665
B9J08_004672	CJI97_004780
B9J08_005555	CJI97_004546
B9J08_000317	CJI97_000317
B9J08_005169	CJI97_005253
B9J08_000957	CJI97_000976
B9J08_000398	CJI97_000398
B9J08_003421	CJI97_003496
B9J08_003285	CJI97_003360
B9J08_005084	CJI97_005169
B9J08_003651	CJI97_003726
B9J08_005071	CJI97_005156
B9J08_000645	CJI97_000647
B9J08_004478	CJI97_004973
B9J08_000255	CJI97_000256
B9J08_001078	CJI97_001528
B9J08_001637	CJI97_001673
B9J08_003883	CJI97_003955
B9J08_004793	CJI97_004659
B9J08_000051	CJI97_000057
B9J08_001292	CJI97_001314
B9J08_000311	CJI97_000311
B9J08_003624	CJI97_003697
B9J08_002762	CJI97_002817
B9J08_003724	CJI97_003798
B9J08_004621	CJI97_004831
B9J08_000104	CJI97_000109
B9J08_004886	CJI97_004566
B9J08_004641	CJI97_004811
B9J08_001481	CJI97_001123
B9J08_001163	CJI97_001443
B9J08_002305	CJI97_001848
B9J08_002501	CJI97_002045
B9J08_003211	CJI97_003286
B9J08_005472	CJI97_005555
B9J08_003282	CJI97_003357
B9J08_004579	CJI97_004873
B9J08_003588	CJI97_003661
B9J08_001750	CJI97_002411
B9J08_005528	CJI97_005609
B9J08_005315	CJI97_005399
B9J08_003792	CJI97_003864
B9J08_001828	CJI97_002489
B9J08_000079	CJI97_000084
B9J08_002648	CJI97_002701
B9J08_004687	CJI97_004765
B9J08_001494	CJI97_001110
B9J08_005460	CJI97_005543
B9J08_003310	CJI97_003385
B9J08_005103	CJI97_005187
B9J08_002228	CJI97_001555
B9J08_001432	CJI97_001171
B9J08_004617	CJI97_004835
B9J08_004378	CJI97_004441
B9J08_001952	CJI97_002134
B9J08_001206	CJI97_001400
B9J08_004375	CJI97_004438
B9J08_002189	CJI97_001593
B9J08_004614	CJI97_004838
B9J08_001390	CJI97_001214
B9J08_004057	CJI97_003967
B9J08_002540	CJI97_002085
B9J08_000475	CJI97_000475
B9J08_002240	CJI97_001783
B9J08_001567	CJI97_001743
B9J08_000696	CJI97_000697
B9J08_003573	CJI97_003646
B9J08_004966	CJI97_005049
B9J08_003687	CJI97_003762
B9J08_003589	CJI97_003662
B9J08_000108	CJI97_000113
B9J08_003701	CJI97_003776
B9J08_000902	CJI97_000920
B9J08_004474	CJI97_004977
B9J08_000910	CJI97_000928
