1 2 A0C1 A0C1reseq A0C2 A0C2reseq e4 e5 e6 3 3reseq 4 5a 6 7 8 9 10 11 12 13 14 15 16 59 e7 e8 e9 17 18 A24C1 A24C1reseq A24C2 A24C2reseq e1 e2 e3
MSTRG.1663.1|1584|x|C1_07220W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 5 11 1 6 11 5 3 3 2 4 0 0 0 0 3 0 1 1 0 27 4 14 26 2 4 2 11 8 27 15 35 16 1 16 15
MSTRG.1664.1|627|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 1 5 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 2 0 2 1 2 1 0 4 2
C1_07220W_A|1629 34 192 770 2577 729 1554 2034 568 1063 410 585 283 142 608 307 444 1810 1488 1111 1934 1348 20177 7851 12212 35527 2481 2033 1491 5032 2631 9369 9895 11391 5368 2911 16997 16713
MSTRG.1666.1|445|x|C1_07220W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
C1_07230W_A|927 38 213 1394 4744 1526 3396 4414 842 820 4458 6088 3421 2353 4084 2087 2391 5147 4922 760 1709 1771 1179 393 760 2714 252 205 239 211 98 683 675 983 398 885 2960 4252
MSTRG.1668.1|1071|x|C1_07230W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 2 6 33 16 32 22 3 4 14 9 8 9 20 8 4 12 15 4 10 10 12 2 1 18 0 0 0 5 3 8 10 3 0 6 24 57
C1_07240W_A|555 25 145 1040 3434 1094 2275 4191 818 781 1615 2304 1897 1067 1110 675 683 1895 2119 521 811 1009 2083 707 1045 4999 228 216 241 353 170 1086 1106 1415 639 855 4491 6061
C1_07250C_A|1683 16 110 449 1445 491 1141 4552 1075 1064 2929 3972 2169 896 1590 1119 1390 3374 3164 1222 1921 1736 2301 936 1429 4524 431 379 419 812 403 1478 1567 2278 1043 1063 5614 5098
MSTRG.1672.1|427|x|C1_07260C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 2 1 1 8 0 2 5 13 5 3 1 0 1 5 5 1 0 0 5 5 1 58 0 0 0 6 0 4 3 6 3 0 4 22
C1_07260C_A|1797 12 124 783 2538 1005 2274 2213 516 478 824 1149 641 249 425 481 483 944 671 323 680 459 523 231 373 1197 141 107 140 205 124 543 671 1048 510 335 2697 2711
C1_07270W_A|2520 61 425 1576 5306 1848 4095 6590 1375 1120 3397 4605 2608 989 1374 1125 1207 3035 2647 696 1424 1167 1440 512 802 2256 451 337 316 520 292 940 1055 1374 640 658 4589 3380
C1_07280C_A|210 6 23 217 738 196 411 2907 593 582 819 1264 1007 713 362 230 255 804 1656 416 357 526 1059 403 436 2297 76 71 84 311 131 553 600 808 385 277 1233 1192
C1_07290W_A|444 0 0 1 4 1 0 56 10 18 13 15 16 10 4 3 6 11 32 13 5 20 35 16 26 48 1 0 0 26 11 13 18 25 15 8 23 2
MSTRG.1677.1|2090|x|C1_07290W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 1 0 1 4 67 10 19 15 16 7 6 0 9 2 32 32 5 4 8 6 4 9 22 0 1 0 11 4 14 11 11 8 6 30 17
MSTRG.1680.1|663|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 3 2 1 2 0 1 0
MSTRG.1681.1|568|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 1 0 0 2 2 2 0 1 1 2 0 2 0 1 2 1 1 1 1 4 21 10 10 75 1 1 1 12 1 25 32 38 16 10 46 44
MSTRG.1682.1|2635|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 3 10 44 8 30 98 21 22 20 28 20 8 21 10 18 63 36 2 7 10 10 9 6 16 5 0 1 10 8 30 43 36 13 16 80 72
MSTRG.1684.1|267|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 1 2 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
MSTRG.1686.1|578|x|C1_07310C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C1_07310C_A|121 0 0 7 18 0 5 3 0 0 3 2 1 1 0 3 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0
MSTRG.1687.1|362|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 2 0 0 0 2 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
C1_07320W_A|64 0 2 12 21 8 20 131 24 20 7 23 25 18 4 4 2 10 32 18 6 12 57 15 12 163 4 1 0 6 2 14 12 37 18 13 55 127
MSTRG.1689.1|995|x|C1_07320W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 1 0 0 18 3 4 5 3 3 1 5 2 2 14 18 0 5 0 10 5 2 26 2 0 0 4 0 3 3 5 2 0 3 3
MSTRG.1692.1|1866|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 2 2 0 0 0 4 3 9 45 0 0 0 2 4 6 11 3 2 0 0 0
MSTRG.1693.1|210|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.1694.1|3467|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 3 2 8 2 4 0 1 0 1 18 31 0 1 0 118 47 99 197 0 0 0 14 8 53 41 32 16 1 6 0
MSTRG.1695.1|1234|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 1 0 1 3 0 0 1 2 19 17 0 0 0 0 2 1 7 0 0 0 1 1 0 0 2 3 0 0 0
MSTRG.1696.1|370|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.1697.1|1115|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 1 1 4 4 9 19 4 10 31 47 9 6 3 10 9 346 437 0 0 0 1 2 3 0 0 0 0 1 2 10 2 11 4 0 0 0
MSTRG.1698.1|895|x|C1_07330W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 1 4 0 0 1 0 0 2 2 1 0 1 1 2 4 2 2 3 1 3 1 3 0 0 0 0 0 0 0 0 4 0 1 0 0
C1_07330W_A|1524 2 1 6 36 10 30 134 26 47 122 165 114 44 12 51 38 2141 2270 3 0 0 8 4 3 0 0 1 0 2 4 12 21 7 7 2 8 0
MSTRG.1700.1|879|x|C1_07330W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 7 31 5 19 162 37 33 24 39 24 15 15 15 19 21 50 37 26 59 39 20 17 99 6 10 5 20 7 71 78 92 49 22 82 137
C1_07340W_A|3124 27 230 1015 3667 1463 3236 9456 2052 1542 4789 6302 3581 926 1064 1248 1494 3239 2949 750 1648 1084 1584 928 1347 3043 562 366 594 834 472 1869 2027 2776 1282 839 8213 7063
C1_07350C_A|516 5 18 70 156 75 164 4887 1026 1424 360 560 370 208 136 140 141 425 648 213 233 281 761 238 349 1283 69 62 73 136 78 346 317 300 132 134 675 636
MSTRG.1703.1|1052|x|C1_07350C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 1 8 2 0 0 2 0 0 0 0 0 0 1 1 0 0 6 0 1 3 0 0 0 3 2 9 4 9 3 0 0 0
MSTRG.1704.1|656|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 3 3 0 0 11 4 2 3 4 1 1 1 1 0 4 2 3 0 3 5 5 9 8 1 1 0 3 2 3 3 8 4 2 9 3
C1_07360W_A|3912 12 77 239 833 404 890 4318 780 470 2309 3229 1479 258 450 496 495 1584 1706 614 915 682 2242 1122 1623 4129 337 358 425 801 463 1801 1997 2692 1250 524 4784 4204
MSTRG.1706.1|723|x|C1_07360W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 2 16 36 25 42 6 0 2 29 22 14 6 10 13 8 18 15 4 22 13 28 14 10 22 0 0 4 6 9 43 40 46 27 5 53 84
MSTRG.1707.1|772|x|C1_07370C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 1 4 4 8 13 4 1 17 17 7 2 2 2 6 6 15 3 6 5 8 4 10 10 0 0 0 4 9 6 10 21 9 1 6 16
C1_07370C_A|1971 19 101 357 1203 558 1342 515 138 78 1067 1508 702 234 338 500 568 1046 1210 482 869 555 740 405 548 1097 110 73 107 349 206 778 825 1286 614 277 1982 1896
MSTRG.1709.1|696|x|C1_07370C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 1 5 4 4 6 0 0 1 3 1 1 2 1 0 0 0 1 2 2 0 4 0 4 0 0 0 3 0 0 0 2 2 2 1 13
MSTRG.1711.1|1468|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 2 5 2 13 16 2 3 9 10 3 7 7 0 3 6 7 9 7 13 11 10 14 101 3 2 1 7 3 55 60 52 7 2 17 106
MSTRG.1713.1|506|x|C1_07380C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 1 2 8 4 2 2 3 1 4 11 1 2 0 1 2 4 2 5 6 10 3 2 3 5 1 0 1 4 1 11 12 11 5 1 3 26
C1_07380C_A|2853 2 26 142 382 157 347 790 218 268 618 806 436 183 290 255 235 799 987 870 596 597 4970 2352 3024 10086 152 120 151 1824 900 4061 4322 5037 2481 314 2183 1890
MSTRG.1715.1|2310|x|C1_07380C_A-T|Ca22chr1A_C_albicans_SC5314|calb 4 11 53 224 49 138 501 84 67 215 291 193 124 50 53 52 99 213 105 108 128 385 104 115 698 37 45 19 113 57 316 320 370 191 55 270 474
C1_07390W_A|1641 69 391 2141 7255 2707 6017 5608 1189 1319 3224 4493 2632 1324 2192 1576 1882 3892 3439 589 1335 1019 2931 1189 1775 6502 470 325 414 852 461 2258 2478 3409 1461 1047 6508 6498
C1_07400C_A|1440 29 92 605 2170 645 1455 2604 532 428 1778 2459 1758 794 850 1188 1216 1523 1430 545 740 589 1616 685 854 4054 175 160 152 719 338 2027 2298 2732 1329 735 2915 3831
MSTRG.1719.1|993|x|C1_07400C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 2 4 5 13 6 2 2 0 1 4 0 4 1 5 4 3 3 0 4 1 0 1 0 2 2 0 1 2 16 10 12 4 4 4 0
C1_07410C_A|495 140 852 3399 11709 2866 6457 22594 4245 5099 12624 17780 9893 6609 10272 4742 5187 14943 20666 9931 11905 14202 20642 6752 7750 29986 1993 1788 1543 4161 1750 6073 6917 6689 3208 6047 21336 19151
MSTRG.1722.1|319|x|C1_07420C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 2 2 0 0 5 1 0 0 1 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 4 2 1 3 0 0 0 0 0
C1_07420C_A|1392 17 134 558 1907 553 1175 2534 550 420 1371 1807 1248 668 646 439 480 1292 1188 265 471 405 1244 520 590 2215 251 227 174 458 241 909 950 1099 485 387 2588 2070
MSTRG.1724.1|885|x|C1_07420C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 1 2 4 0 1 1 0 1 1 0 0 0 2 0 4 4 1 12 3 1 30 0 0 1 1 2 9 15 8 8 0 12 15
MSTRG.1725.1|254|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 6 20 43 28 60 38 9 8 30 32 19 10 20 10 6 21 13 2 3 7 25 5 11 13 6 2 0 8 2 43 42 27 16 6 25 175
MSTRG.1726.1|937|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 2 7 20 13 51 1 0 0 1 3 0 1 6 2 2 4 4 0 2 0 0 0 1 12 0 0 0 0 2 4 4 0 0 0 1 0
C1_07430W_A|972 6 48 192 743 242 559 15 1 0 8 8 3 1 7 4 1 3 7 11 9 4 55 36 38 124 5 2 1 22 6 21 22 77 34 8 90 66
MSTRG.1728.1|1178|x|C1_07440W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 6 20 64 16 56 252 46 64 110 182 123 100 60 47 38 113 196 35 53 93 59 32 23 153 17 13 4 25 10 36 41 37 30 15 40 155
C1_07440W_A|3222 31 234 1079 3521 1525 3530 4998 1117 1162 3254 4447 2883 1079 1793 2019 2282 3198 3141 1140 2409 1779 1825 972 1221 3701 370 338 303 856 412 1760 1962 2648 1244 837 5162 4888
MSTRG.1731.1|1528|x|C1_07440W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 1 0 2 1 1 3 2 1 1 0 1 0 1 0 0 4 4 0 2 3 16 17 10 14 0 0 0 26 17 29 32 33 14 0 12 15
C1_07450W_A|98 0 0 0 2 5 6 28 8 10 3 2 2 0 5 1 1 6 5 2 3 8 3 4 5 38 6 3 4 1 0 9 10 16 7 9 38 72
C1_07460C_A|1152 37 173 872 2993 954 2036 3960 852 675 2393 3358 1783 949 1286 777 908 2094 1958 854 1577 1397 2676 939 1328 4947 475 392 335 670 365 1254 1327 1794 817 1100 5702 4993
MSTRG.1734.1|491|x|C1_07470C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 2 2 9 7 1 3 1 4 2 5 3 0 0 0 4 3 0 3 45 14 13 50 1 0 0 2 2 15 12 12 3 0 17 13
C1_07470C_A|1968 9 36 199 668 229 557 2045 428 360 791 1132 653 192 244 255 282 907 885 163 327 231 507 212 340 925 159 120 148 206 116 488 519 700 347 295 1810 1426
C1_07480C_A|1872 1 2 23 44 8 31 117 26 29 27 42 29 12 21 10 15 33 33 4 19 5 33 10 16 62 5 6 2 8 8 30 19 37 13 26 101 97
C1_07490C_A|1995 6 20 134 406 148 331 2252 394 178 1645 2203 942 309 470 318 377 1096 1192 324 587 631 659 298 329 1439 262 240 193 475 283 1176 1297 1808 847 429 2429 2455
MSTRG.1738.1|365|x|C1_07500C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 3 1 2 12 1 1 1 1 1 2 2 0 3 1 2 0 2 0 4 4 2 0 0 0 0 0 0 1 2 0 0 0 5 9
C1_07500C_A|975 47 269 1510 5451 1698 3920 6923 1327 1019 3341 4712 4010 2075 1830 1095 1201 2628 2310 411 736 884 1440 517 709 3088 504 495 272 348 225 1206 1358 1546 650 844 4518 7825
MSTRG.1740.1|225|x|C1_07510W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 5 0 1 1 0 1 4 1 0 0 1 0 2 2 0 0 1 1 0 0 3 0 1 1 0 2 4 20 7 0 0 1
C1_07510W_A|834 19 99 611 2016 477 1056 4138 671 573 1934 2734 2091 1299 1073 620 675 1772 2222 759 961 1011 2008 715 639 3822 401 330 157 504 218 1166 1172 1097 551 556 1780 3040
C1_07520C_A|2862 16 85 361 1135 404 940 2363 600 566 2168 2941 1382 573 1237 1487 1291 2534 3090 1184 2023 1958 1611 860 984 2691 355 356 238 850 519 1951 2165 2905 1329 996 4936 6050
MSTRG.1743.1|632|x|C1_07520C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 1 0 2 1 3 1 0 0 0 0 0 0 1 0 0 0 1 0 2 5 0 0 0 0 0 0 2 2 5 9 11 4 2 2 0
MSTRG.1745.1|1390|x|C1_07530W_A-T|Ca22chr1A_C_albicans_SC5314|calb 1 4 33 112 49 90 591 120 124 209 313 235 151 187 160 199 418 343 123 192 200 725 383 499 2384 54 40 51 183 67 340 355 255 118 86 604 755
C1_07530W_A|96 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.1747.1|1150|x|C1_07540C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 10 4 2 0 0 1 0 1 0 2 0 1 4 1 4 82 39 25 162 2 0 0 59 18 91 85 45 19 0 0 22
C1_07540C_A|2865 36 280 1092 3802 2011 4517 4432 1233 1430 2632 3469 1731 583 1177 2443 2869 3696 3153 1517 2493 1911 2141 1230 1705 4069 290 186 247 1126 632 2645 2889 4440 2166 659 5624 5831
MSTRG.1749.1|222|x|C1_07540C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 8
C1_07550W_A|1095 22 119 580 1766 543 1281 4922 1085 1024 2193 3044 1872 864 1206 828 887 2382 2343 829 1144 1011 1519 532 607 3218 277 215 282 380 187 834 888 1304 622 1009 4692 3955
MSTRG.1751.1|792|x|C1_07550W_A-T|Ca22chr1A_C_albicans_SC5314|calb 1 8 19 42 36 56 706 116 173 54 80 69 90 106 48 69 233 370 128 125 288 294 147 89 183 69 57 17 291 161 313 382 320 146 49 248 381
C1_07560W_A|960 4 24 134 487 137 293 1581 321 350 496 655 425 263 202 195 197 456 452 202 300 333 1462 508 751 2993 111 96 95 276 118 602 679 669 309 235 1303 1454
C1_07570C_A|1209 7 48 181 679 189 384 1579 279 263 676 984 640 333 331 236 297 639 635 193 301 322 571 226 239 787 146 93 94 185 116 359 361 388 210 229 1130 777
MSTRG.1755.1|679|x|C1_07580C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 3 11 6 6 22 4 4 11 15 4 2 3 2 2 6 4 1 7 4 8 5 6 16 2 2 4 4 6 7 9 27 15 8 18 41
C1_07580C_A|1233 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 9 0 0 24 0 0 0 1 3 0 2 8 11 0 0 0
MSTRG.1757.1|524|x|C1_07580C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 1 6 3 2 0 0 0 1 0 2 2 0 2 2 1 0 0 0 0 1 3 0 1 2 9 9 1 4 0
MSTRG.1759.1|551|x|C1_07590C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
C1_07590C_A|3126 22 128 494 1725 767 1649 1551 334 263 1207 1672 847 496 612 1093 1089 1228 1162 301 542 436 564 339 416 960 90 89 62 354 181 986 1073 1113 483 146 1078 1225
C1_07600W_A|525 126 966 2776 9562 2697 5999 6230 1009 892 10349 14647 7920 7030 5763 3347 3459 8645 8851 3177 3470 4818 5859 2619 2465 10348 868 1074 299 1979 821 3439 3637 2623 1223 1253 3701 8029
MSTRG.1762.1|245|x|C1_07600W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 1 0 0 0 0 0 0 0 0 2 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0 0 0
C1_07610C_A|945 5 11 103 359 133 291 425 94 85 204 260 129 98 91 81 79 151 287 80 94 71 215 99 86 512 25 27 10 91 38 330 307 308 176 58 270 376
MSTRG.1764.1|553|x|C1_07620C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 1 14 32 8 28 58 21 15 32 50 23 14 6 9 6 14 37 13 14 11 23 10 6 69 1 0 3 6 0 25 20 25 7 7 14 31
C1_07620C_A|1269 0 0 0 1 4 8 18 5 0 4 2 1 1 0 0 0 0 1 0 0 3 0 0 1 15 0 0 0 2 0 0 0 3 1 1 1 21
MSTRG.1766.1|271|x|C1_07630W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 2 6 1 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4 0 1 0 0
C1_07630W_A|528 58 276 901 3113 778 1841 6712 1138 1036 4725 6622 4434 3014 1708 1080 1167 3935 5889 608 733 1008 2508 1175 957 3234 304 288 174 973 379 1211 1248 976 415 660 2297 2321
MSTRG.1768.1|949|x|C1_07630W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 1 3 1 0 0 4 3 3 0 0 0 0 1 1 2 1 1 15 4 9 50 0 1 1 1 0 32 33 27 8 2 16 36
MSTRG.1769.1|1009|x|C1_07640C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 3 15 28 17 34 54 17 12 29 32 24 29 20 14 16 33 38 1 4 8 4 8 0 5 0 1 2 2 1 8 4 11 7 5 17 29
C1_07640C_A|2517 0 6 28 103 33 109 45 9 16 38 47 34 31 35 18 18 23 46 43 114 77 1083 747 908 2040 54 67 34 355 126 1073 1129 873 443 83 550 1033
MSTRG.1771.1|449|x|C1_07640C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 2 6
MSTRG.1772.1|1097|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 1 3 6 7 5 1 1 1 4 0 1 2 0 0 0 0 2 1 10 9 74 37 29 192 2 4 3 21 6 139 140 95 45 3 36 121
MSTRG.1773.1|403|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 3 0 0 0 2 0 0 2 0 0 0 0 0
MSTRG.1774.1|277|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.1775.1|1362|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 6 21 7 9 19 7 4 1 1 2 2 7 2 2 9 4 3 3 0 5 10 4 35 3 0 0 3 1 14 27 16 7 6 17 5
MSTRG.1776.1|223|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 5 0 0 0 1 0 6 2 2 2 0 0 0
MSTRG.1777.1|409|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 5 2 1 7 1 1 0 1 0 0 2 1 0 0 1 0 0 2 0 1 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0
MSTRG.1778.1|2255|x|C1_07650W_A-T|Ca22chr1A_C_albicans_SC5314|calb 18 52 227 751 265 590 1703 405 273 1151 1542 1030 334 447 506 584 1484 1510 315 660 498 795 373 435 1420 83 62 74 388 235 832 889 1213 583 184 1356 1225
MSTRG.1779.1|2085|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 3 9 1 10 5 0 0 2 2 0 1 1 0 0 1 6 7 5 11 6 3 3 7 0 2 1 7 2 16 19 22 1 1 10 0
C1_07650W_A|513 0 0 2 4 4 4 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.1781.1|778|x|C1_07650W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 4 44 123 63 143 291 59 61 172 217 147 39 62 82 94 183 178 59 117 83 114 54 70 211 14 10 9 56 32 122 124 217 98 16 223 272
C1_07660W_A|2229 2 4 59 202 68 151 252 61 51 277 365 216 86 56 78 72 159 142 41 79 52 203 110 176 441 16 11 8 83 51 337 340 288 137 37 174 300
MSTRG.1784.1|3583|x|C1_07660W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 2 0 2 3 0 3 0 0 1 0 0 1 0 0 2 0 1 1 3 1 1 2 0 0 0 0 1 5 9 15 4 2 5 2
C1_07670W_A|594 0 2 12 55 15 17 5 0 1 6 7 9 7 37 40 33 67 51 8 21 16 59 22 24 103 9 9 8 32 13 59 51 92 51 10 61 23
MSTRG.1787.1|949|x|C1_07670W_A-T|Ca22chr1A_C_albicans_SC5314|calb 1 0 11 34 8 25 6 0 0 14 19 9 4 17 26 19 16 11 60 95 95 618 279 263 1495 102 106 50 154 76 437 459 576 262 67 405 605
MSTRG.1789.1|278|x|C1_07680W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 6 5 0 0 0 4 1 0 0 0 0 0 3 2 1 1 1 1 1 0 0 1 0 0 0 6 4 2 6 4 6 5
C1_07680W_A|1095 6 54 303 1088 400 878 1514 287 234 685 894 829 434 422 529 542 713 729 494 839 628 5229 2765 3742 9079 1020 672 814 955 407 2632 2952 2765 1291 859 7629 8025
MSTRG.1791.1|371|x|C1_07680W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 0
C1_07690C_A|3138 11 123 612 1932 603 1397 2186 573 399 1826 2499 1585 682 555 879 749 1493 1700 329 399 376 1029 582 519 2190 120 122 86 601 324 1958 2137 2113 1031 204 1328 2010
MSTRG.1794.1|319|x|C1_07690C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 1 3 2 0 0 1 0 0 1 0 0 1 0 0 0 3 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1
MSTRG.1796.1|1078|x|C1_07700C_A-T|Ca22chr1A_C_albicans_SC5314|calb 1 8 35 120 52 100 734 159 199 240 328 203 148 180 194 198 431 673 332 179 248 505 176 160 674 35 31 21 217 94 681 669 754 329 107 344 803
C1_07700C_A|1116 144 823 3232 10630 2786 6270 6248 1018 561 9216 12854 7201 4837 4851 2294 2478 7278 7796 2502 2561 3919 3522 1453 1531 6484 588 756 271 1460 798 2965 3095 3374 1557 1127 2788 6170
MSTRG.1800.1|1240|x|C1_07710C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 1 4 6 2 4 163 23 32 7 6 3 2 1 0 0 9 22 0 2 1 3 7 2 7 6 3 1 2 1 1 4 14 4 0 17 1
C1_07710C_A|1626 92 493 2828 9205 2936 6294 12753 2216 1462 12385 17559 12726 5655 3683 2257 2535 5160 5168 515 1225 926 2616 1174 1701 4562 638 564 511 818 420 2105 2232 2740 1321 1018 6037 6645
MSTRG.1802.1|395|x|C1_07710C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 2 3 3 2 9 17 3 1 4 4 5 1 0 0 1 1 2 0 1 0 0 0 0 6 0 0 1 0 0 0 2 0 0 2 11 14
MSTRG.1803.1|4937|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 1 4 0 0 3 0 0 2 3 5 5 2 1 0 3 3 0 2 1 2 1 0 23 0 0 1 2 1 10 14 10 5 0 4 4
MSTRG.1804.1|7456|u|NA|Ca22chr1A_C_albicans_SC5314|calb 9 53 172 528 140 363 1497 295 333 660 887 489 182 365 291 367 1038 861 269 392 352 1049 483 652 1654 207 130 154 519 267 652 728 800 361 280 1966 1230
MSTRG.1805.1|3642|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.1806.1|2415|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 1 0 3 2 0 0 1 2 1 1 3 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 2 0 7 3 0 0 41
MSTRG.1807.1|3475|u|NA|Ca22chr1A_C_albicans_SC5314|calb 6 59 166 543 165 366 935 109 83 190 243 171 133 186 113 151 226 264 390 394 720 609 277 217 1808 135 123 49 292 169 504 582 550 247 71 277 543
