orf19.6103	CAWG_01357	CD36_00100	CTRG1_04282	CTRG_04282	---	---	---	---	---	DEHA2A13332g	PICST_28175	CANTEDRAFT_114386	SPAPADRAFT_53067	PGUG_01091	CLUG_03452	B9J08_001269	YER046W
---	---	---	---	---	---	CMET_1344	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1362	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1386	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1387	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1422	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1476	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1477	---	---	---	---	---	---	---	---	---	---	---
orf19.5841	CAWG_04034	CD36_17700	CTRG1_01332	CTRG_01332	CPAR2_212340	CMET_2342	CORT1A11670	CORT0A11670	---	DEHA2G03784g	PICST_56294	CANTEDRAFT_101113	SPAPADRAFT_60779	PGUG_03006	CLUG_04534	B9J08_003086	---
---	---	---	---	---	---	CMET_1505	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1507	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1526	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1538	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1539	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1540	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1546	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1564	---	---	---	---	---	---	---	---	---	---	---
orf19.5840	---	cdub_CGOB_00008	CTRG1_01333	CTRG_01333	CPAR2_212330	CMET_2343	CORT1A11660	CORT0A11660	LELG_01091	DEHA2G03806g	PICST_29560	cten_CGOB_00022	spas_CGOB_00087	PGUG_03005	CLUG_04533	---	YER071C
---	---	---	---	---	---	CMET_1565	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1581	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1584	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1585	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1601	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1614	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1615	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1629	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1632	---	---	---	---	---	---	---	---	---	---	---
orf19.5839	CAWG_04036	CD36_17690	CTRG1_01334	CTRG_01334	---	---	---	---	LELG_01090	DEHA2G03828g	PICST_66845	CANTEDRAFT_112140	SPAPADRAFT_60781	PGUG_03004	CLUG_04532	B9J08_003085	---
---	---	---	---	---	---	CMET_1638	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1639	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1650	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1652	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1653	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1654	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1655	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1663	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1701	---	---	---	---	---	---	---	---	---	---	---
orf19.5838	CAWG_04037	CD36_17680	CTRG1_01337	CTRG_01337	CPAR2_212320	CMET_2344	CORT1A11650	CORT0A11650	LELG_01089	DEHA2G03850g	PICST_40365	CANTEDRAFT_100918	SPAPADRAFT_60783	PGUG_03003	CLUG_04531	B9J08_003084	YGR208W
---	---	---	---	---	---	CMET_1707	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1708	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1717	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1726	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1737	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1744	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1748	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1753	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1757	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1767	---	---	---	---	---	---	---	---	---	---	---
orf19.5837	CAWG_04038	CD36_17670	CTRG1_01338	CTRG_01338	CPAR2_212310	CMET_2345	CORT1A11640	CORT0A11640	LELG_01088	DEHA2G03872g	PICST_42028	CANTEDRAFT_101096	SPAPADRAFT_151512	PGUG_03002	CLUG_04530	B9J08_003083	YMR289W
---	---	---	---	---	---	CMET_1773	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1774	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1775	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1777	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1778	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1790	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1811	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1816	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1818	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1826	---	---	---	---	---	---	---	---	---	---	---
orf19.5835	CAWG_04039	CD36_17660	CTRG1_01344	CTRG_01344	CPAR2_212300	CMET_2346	CORT1A11630	CORT0A11630	LELG_01087	DEHA2G03894g	PICST_55810	CANTEDRAFT_100606	SPAPADRAFT_60787	PGUG_03001	CLUG_04529	B9J08_003082	YCL031C
---	---	---	---	---	---	CMET_1827	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1828	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1829	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1831	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1833	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1836	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1837	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1881	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1950	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_1973	---	---	---	---	---	---	---	---	---	---	---
orf19.5834	CAWG_04040	CD36_17650	CTRG1_01345	CTRG_01345	CPAR2_212290	CMET_2348	CORT1A11620	CORT0A11620	LELG_01086	DEHA2G03916g	PICST_69889	CANTEDRAFT_117219	SPAPADRAFT_136705	PGUG_02999	CLUG_04523	B9J08_003076	YDR395W
---	---	---	---	---	---	CMET_2000	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2003	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2036	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2071	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2072	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2076	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2077	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2079	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2104	---	---	---	---	---	---	---	---	---	---	---
orf19.4549	CAWG_01204	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
orf19.5833	CAWG_04041	CD36_17640	CTRG1_01346	CTRG_01346	CPAR2_212280	CMET_2349	CORT1A11610	CORT0A11610	LELG_01085	DEHA2G03938g	PICST_87707	CANTEDRAFT_100406	SPAPADRAFT_60790	PGUG_02997	CLUG_04524	B9J08_003077	YGR048W
---	---	---	---	---	---	CMET_2117	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2140	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2145	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2146	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2147	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2148	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2149	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2152	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2153	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2154	---	---	---	---	---	---	---	---	---	---	---
orf19.5832	CAWG_04042	CD36_17630	CTRG1_01347	CTRG_01347	CPAR2_212270	CMET_2350	CORT1A11600	CORT0A11600	LELG_01084	DEHA2G03960g	PICST_66841	CANTEDRAFT_112136	SPAPADRAFT_136453	PGUG_02996	CLUG_02263	B9J08_004131	YDR399W
---	---	---	---	---	---	CMET_2155	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2156	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2174	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2185	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2199	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2200	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2201	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2225	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2226	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2227	---	---	---	---	---	---	---	---	---	---	---
orf19.5831	CAWG_04043	CD36_17620	CTRG1_01348	CTRG_01348	CPAR2_212260	CMET_2351	CORT1A11590	CORT0A11590	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2237	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2257	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2270	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2310	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2315	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2347	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2357	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2384	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2389	---	---	---	---	---	---	---	---	---	---	---
orf19.5830	CAWG_04044	CD36_17610	CTRG1_01349	CTRG_01349	CPAR2_212250	CMET_2352	CORT1A11580	CORT0A11580	LELG_01083	DEHA2G03982g	PICST_42658	CANTEDRAFT_128824	SPAPADRAFT_50314	PGUG_02995	CLUG_04525	B9J08_003079	YKL073W
---	---	---	---	---	---	CMET_2398	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2420	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2451	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2452	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2456	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2462	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2497	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2499	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2500	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2501	---	---	---	---	---	---	---	---	---	---	---
orf19.5828	CAWG_04045	CD36_17600	CTRG1_01350	CTRG_01350	CPAR2_212240	---	CORT1A11570	CORT0A11570	LELG_01082	DEHA2G04004g	PICST_42021	CANTEDRAFT_91566	SPAPADRAFT_60791	cgui_CGOB_00211	CLUG_04527	B9J08_003080	YKL074C
---	---	---	---	---	---	CMET_2502	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2514	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2543	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2556	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2577	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2619	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2664	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2669	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2676	---	---	---	---	---	---	---	---	---	---	---
orf19.5827	CAWG_04046	CD36_17590	CTRG1_01351	CTRG_01351	CPAR2_212220	CMET_2353	CORT1A11560	CORT0A11560	LELG_01081	DEHA2G04026g	PICST_41673	CANTEDRAFT_112135	SPAPADRAFT_151536	PGUG_02994	CLUG_04528	B9J08_003081	YMR055C
---	---	---	---	---	---	CMET_2681	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2690	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2693	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2706	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2761	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2763	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2764	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2865	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2866	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2876	---	---	---	---	---	---	---	---	---	---	---
orf19.5826	CAWG_04047	CD36_17580	CTRG1_01353	CTRG_01353	CPAR2_212360	---	CORT1A11760	CORT0A11760	LELG_01075	DEHA2G22330g	PICST_64090	CANTEDRAFT_131368	SPAPADRAFT_133471	PGUG_00025	CLUG_03185	---	---
---	---	---	---	---	---	CMET_2909	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2911	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2913	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2918	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2919	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2932	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2933	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2934	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2935	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2936	---	---	---	---	---	---	---	---	---	---	---
orf19.5825.1	CAWG_04048	CD36_17570	CTRG1_01354	CTRG_01354	CPAR2_212380	CMET_2339	CORT1A11700	CORT0A11700	LELG_01080	DEHA2G04048g	PICST_55751	CANTEDRAFT_101122	SPAPADRAFT_136027	PGUG_02993	CLUG_04522	---	YER074W-A
---	---	---	---	---	---	CMET_2939	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2941	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2946	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2947	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2948	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2963	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2966	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2971	---	---	---	---	---	---	---	---	---	---	---
orf19.5825	CAWG_04049	CD36_17560	CTRG1_01355	CTRG_01355	CPAR2_212390	CMET_2338	CORT1A11710	CORT0A11710	LELG_01079	DEHA2G04070g	PICST_13665	CANTEDRAFT_112130	SPAPADRAFT_60792	PGUG_02992	CLUG_04521	B9J08_003075	YDR397C
---	---	---	---	---	---	CMET_2972	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2978	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2984	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_2994	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3035	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3036	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3037	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3051	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3052	---	---	---	---	---	---	---	---	---	---	---
orf19.5824	CAWG_04050	CD36_17550	CTRG1_01356	CTRG_01356	CPAR2_212410	CMET_2336	CORT1A11730	CORT0A11730	LELG_01078	---	PICST_54655	CANTEDRAFT_100552	SPAPADRAFT_60793	PGUG_02991	CLUG_04520	B9J08_003074	YGR015C
---	---	---	---	---	---	CMET_3053	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3059	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3073	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3083	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3084	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3099	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3101	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3111	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3112	---	---	---	---	---	---	---	---	---	---	---
orf19.4548	---	CD36_01610	CTRG1_04582	CTRG_04582	CPAR2_108870	CMET_5566	CORT1B09960	CORT0B09960	LELG_01580	DEHA2B06666g	PICST_30650	CANTEDRAFT_97138	SPAPADRAFT_131901	PGUG_00769	CLUG_00100	B9J08_004663	YCR019W
orf19.5823	CAWG_04051	CD36_17540	CTRG1_01357	CTRG_01357	CPAR2_212420	---	CORT1A11740	CORT0A11740	LELG_01077	DEHA2G04356g	psti_CGOB_00024	cten_CGOB_00135	SPAPADRAFT_55318	PGUG_02974	CLUG_00945	B9J08_004969	YOR007C
---	---	---	---	---	---	CMET_3113	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3114	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3115	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3116	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3124	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3132	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3133	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3134	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3135	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3136	---	---	---	---	---	---	---	---	---	---	---
orf19.5821	CAWG_04052	CD36_17530	CTRG1_01358	CTRG_01358	CPAR2_212430	CMET_2335	CORT1A11750	CORT0A11750	LELG_01076	DEHA2G04334g	PICST_55861	CANTEDRAFT_128807	SPAPADRAFT_71288	PGUG_02975	CLUG_00946	B9J08_004968	YML002W
---	---	---	---	---	---	CMET_3187	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3235	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3242	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3243	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3256	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3259	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3308	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3319	---	---	---	---	---	---	---	---	---	---	---
orf19.5820	CAWG_04053	CD36_17520	CTRG1_01359	CTRG_01359	CPAR2_212440	CMET_2334	---	---	LELG_01072	---	---	CANTEDRAFT_115349	SPAPADRAFT_148468	---	---	---	---
---	---	---	---	---	---	CMET_3370	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3371	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3374	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3399	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3412	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3415	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3427	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3482	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3504	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3529	---	---	---	---	---	---	---	---	---	---	---
orf19.5818	CAWG_04054	CD36_17510	CTRG1_01360	CTRG_01360	CPAR2_210630	CMET_2512	CORT1A09960	CORT0A09960	LELG_00720	DEHA2E06996g	PICST_77904	CANTEDRAFT_116396	SPAPADRAFT_60777	PGUG_05540	CLUG_05542	B9J08_002536	YDR297W
---	---	---	---	---	---	CMET_3540	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3551	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3552	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3563	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3584	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3606	---	---	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	CMET_3616	---	---	---	---	---	---	---	---	---	---	---
