# File name: C_albicans_SC5314_C_auris_B8441_orthologs.txt
# Organism: Candida albicans SC5314
# Genome version: A22-s07-m01-r90
# Date created: Fri Aug 23 04:39:02 2019
# Created by: The Candida Genome Database (http://www.candidagenome.org/)
# Contact Email: candida-curator AT lists DOT stanford DOT edu
# Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
#
C2_09060C_A	ASN1	CAL0000188342	B9J08_002429		CAL0000216591
C2_10260C_A	CMK2	CAL0000178532	B9J08_003453		CAL0000216895
C1_05180C_A		CAL0000188334	B9J08_002527		CAL0000216669
C3_04090W_A	SBP1	CAL0000188539	B9J08_004432		CAL0000216903
C4_04750W_A		CAL0000193980	B9J08_003346		CAL0000216915
C3_00350W_A	TPT1	CAL0000187877	B9J08_002310		CAL0000216689
C1_02780W_A		CAL0000182185	B9J08_002328		CAL0000216943
C1_01930W_A		CAL0000193576	B9J08_003038		CAL0000216829
C3_05460W_A		CAL0000174235	B9J08_000903		CAL0000216837
C2_07360W_A		CAL0000179420	B9J08_000352		CAL0000216843
C5_01350W_A		CAL0000182334	B9J08_002058		CAL0000216049
C1_13520C_A	MCU1	CAL0000187661	B9J08_000481		CAL0000216851
C2_06860W_A	LTE1	CAL0000195455	B9J08_000060		CAL0000216629
C3_02500W_A	PAM17	CAL0000186714	B9J08_002364		CAL0000216763
CR_05380C_A	YCP4	CAL0000193139	B9J08_004840		CAL0000216775
C7_00150W_A		CAL0000177366	B9J08_000895		CAL0000216983
C4_03550W_A	RAD2	CAL0000187217	B9J08_004253		CAL0000216691
CR_04070W_A	NAT5	CAL0000188442	B9J08_001848		CAL0000216907
C4_02320C_A	SOD1	CAL0000185037	B9J08_001381		CAL0000216951
C1_02380C_A		CAL0000196630	B9J08_000960		CAL0000216955
C2_07220W_A		CAL0000195835	B9J08_002784		CAL0000217009
C6_01650C_A	FMP27	CAL0000174584	B9J08_005383		CAL0000216697
C2_09500W_A		CAL0000188810	B9J08_001945		CAL0000217011
C1_03480C_A	AGE1	CAL0000187329	B9J08_002047		CAL0000217025
C4_05260W_A		CAL0000201272	B9J08_005220		CAL0000218779
C1_03760C_A	STR2	CAL0000185051	B9J08_003225		CAL0000217475
C1_14120C_A	RBE1	CAL0000190649	B9J08_003314		CAL0000217265
C2_08970C_A	DFG10	CAL0000191358	B9J08_002433		CAL0000217321
C3_01830C_A	MNT2	CAL0000188888	B9J08_001908		CAL0000217411
C5_02520W_A		CAL0000174658	B9J08_004404		CAL0000217491
C4_04420W_A	FGR3	CAL0000192524	B9J08_004184		CAL0000217435
C3_02090C_A		CAL0000189119	B9J08_000205		CAL0000217247
C3_07630C_A		CAL0000194173	B9J08_004808		CAL0000217295
C6_01770W_A	RAD18	CAL0000182971	B9J08_005376		CAL0000217453
C5_00820W_A		CAL0000181825	B9J08_005046		CAL0000217507
C2_10200W_A		CAL0000184889	B9J08_003445		CAL0000217509
CR_09510C_A		CAL0000176104	B9J08_002404		CAL0000217555
C5_01820W_A	STI1	CAL0000199753	B9J08_004821		CAL0000217559
C1_05790W_A		CAL0000176518	B9J08_004570		CAL0000217583
CR_02110W_A	MCM6	CAL0000192979	B9J08_001105		CAL0000217585
C2_09670C_A		CAL0000176016	B9J08_002395		CAL0000217593
C6_00100C_A	HET1	CAL0000186002	B9J08_002732		CAL0000217297
C3_04790W_A		CAL0000185323	B9J08_002868		CAL0000218815
C2_08610W_A	ERG9	CAL0000181444	B9J08_004587		CAL0000218817
CR_01300W_A		CAL0000191739	B9J08_005350		CAL0000219751
C2_02320C_A	CPR3	CAL0000193429	B9J08_003650		CAL0000219925
C1_04550W_A	ELC1	CAL0000177304	B9J08_003379		CAL0000220075
C1_05930C_A		CAL0000201841	B9J08_001833		CAL0000220087
CR_07860C_A	ASF1	CAL0000179732	B9J08_002085		CAL0000220109
C1_07890C_A	ADE5,7	CAL0000199243	B9J08_001606		CAL0000220117
C2_08270C_A		CAL0000183445	B9J08_005073		CAL0000220121
C1_10760W_A	VPS23	CAL0000187259	B9J08_001359		CAL0000220129
C3_04860W_A	SFP1	CAL0000199346	B9J08_004443		CAL0000220149
C6_03390W_A		CAL0000195204	B9J08_001428		CAL0000217625
C5_01280C_A	NUF2	CAL0000176285	B9J08_002064		CAL0000217645
CR_00080W_A	MIS12	CAL0000187257	B9J08_002677		CAL0000217647
CR_08320W_A	ATS1	CAL0000180624	B9J08_000888		CAL0000217683
CR_06530W_A		CAL0000190178	B9J08_003987		CAL0000217709
C2_03490C_A		CAL0000188121	B9J08_004272		CAL0000220155
C2_03050W_A	SHE9	CAL0000193129	B9J08_004961		CAL0000220165
C3_06750W_A		CAL0000182484	B9J08_002906		CAL0000220173
C4_02460W_A		CAL0000188440	B9J08_001407		CAL0000220203
C1_13660W_A	RAD54	CAL0000186557	B9J08_000488		CAL0000220213
CR_05570C_A	RNR3	CAL0000183107	B9J08_005112		CAL0000220219
C4_03880W_A		CAL0000188638	B9J08_000308		CAL0000220243
C7_03040W_A		CAL0000192634	B9J08_004543		CAL0000220249
C1_11210C_A	HAP43	CAL0000188360	B9J08_005298		CAL0000220299
CR_05860W_A		CAL0000179497	B9J08_004256		CAL0000220317
C1_01220C_A		CAL0000179037	B9J08_002012		CAL0000220335
C2_03150C_A		CAL0000174472	B9J08_004603		CAL0000217815
C2_00440W_A	SAS2	CAL0000189453	B9J08_002196		CAL0000218215
C2_07160W_A	SMF12	CAL0000200327	B9J08_002789		CAL0000218705
CR_04390C_A		CAL0000180642	B9J08_005543		CAL0000220375
C4_06800W_A	RVB1	CAL0000181596	B9J08_003774		CAL0000220385
C2_04010C_A	HSP21	CAL0000174399	B9J08_003627		CAL0000220395
C6_00290W_A		CAL0000188928	B9J08_001678		CAL0000220397
CR_02250C_A	CEX1	CAL0000185170	B9J08_004480		CAL0000220403
C4_02140C_A	TIM10	CAL0000174336	B9J08_001392		CAL0000220417
C5_01530C_A		CAL0000200403	B9J08_002922		CAL0000220435
C2_09250W_A		CAL0000176562	B9J08_000683		CAL0000220449
C2_05270W_A		CAL0000191099	B9J08_002467		CAL0000220457
CR_01180W_A		CAL0000176864	B9J08_004241		CAL0000220485
C2_00720C_A	FGR15	CAL0000192685	B9J08_001289		CAL0000220487
C4_00710W_A		CAL0000175463	B9J08_004420		CAL0000220895
C3_03560W_A		CAL0000189838	B9J08_002272		CAL0000220897
C4_04290W_A	SEC15	CAL0000198871	B9J08_000296		CAL0000220937
CR_09370W_A	ELF1	CAL0000177541	B9J08_004504		CAL0000221035
C6_04370W_A		CAL0000193876	B9J08_000405		CAL0000221037
C2_04170C_A		CAL0000186696	B9J08_000865		CAL0000221065
CR_05620C_A	MTG2	CAL0000189638	B9J08_005115		CAL0000221081
C1_04610W_A	ATP1	CAL0000188156	B9J08_000020		CAL0000221093
C5_00080C_A		CAL0000189615	B9J08_004604		CAL0000221109
CR_02870W_A	APL4	CAL0000191386	B9J08_005282		CAL0000221113
C1_09580C_A	LIP1	CAL0000177069	B9J08_004173		CAL0000221121
C5_03600W_A	MDJ1	CAL0000175831	B9J08_004701		CAL0000221123
C3_03360W_A	FCY2	CAL0000197551	B9J08_003017		CAL0000221127
C1_13670W_A	OSM2	CAL0000192083	B9J08_000487		CAL0000221135
C2_02420C_A		CAL0000188545	B9J08_003641		CAL0000221145
C7_02650W_A	TEP1	CAL0000179965	B9J08_001034		CAL0000222161
C3_06430W_A	APN1	CAL0000192941	B9J08_002571		CAL0000224621
CR_06620W_A		CAL0000193554	B9J08_004564		CAL0000224641
C2_10290W_A	SLR1	CAL0000199454	B9J08_004001		CAL0000224661
C2_09710C_A		CAL0000190541	B9J08_002398		CAL0000224677
C2_10310C_A	KIP2	CAL0000197710	B9J08_003828		CAL0000224679
C2_10610W_A	GYP5	CAL0000189285	B9J08_003583		CAL0000224711
C5_04540C_A		CAL0000187675	B9J08_004395		CAL0000224717
C2_02740C_A	HPT1	CAL0000179091	B9J08_004131		CAL0000224719
C2_04150C_A	VMA7	CAL0000194906	B9J08_000867		CAL0000224727
CR_07360W_A	PIF1	CAL0000185430	B9J08_000574		CAL0000224739
C3_01150C_A		CAL0000183223	B9J08_002359		CAL0000224775
C1_08230C_A	PLB5	CAL0000190956	B9J08_003621		CAL0000224791
CR_04890W_A	LYS5	CAL0000182911	B9J08_001966		CAL0000224803
C3_00520W_A		CAL0000180912	B9J08_003811		CAL0000224817
CR_05720W_A	TPS1	CAL0000182821	B9J08_001695		CAL0000224879
C3_01510W_A		CAL0000178042	B9J08_000183		CAL0000224907
CR_08690C_A	ECI1	CAL0000181317	B9J08_004905		CAL0000224915
C5_03490C_A		CAL0000189210	B9J08_000448		CAL0000224925
C2_01690W_A		CAL0000185815	B9J08_000150		CAL0000224931
C2_03060W_A	PR26	CAL0000190759	B9J08_005033		CAL0000224935
CR_00630W_A		CAL0000178228	B9J08_000684		CAL0000224945
C3_03430C_A		CAL0000189758	B9J08_002343		CAL0000224951
C3_01890C_A		CAL0000201534	B9J08_001743		CAL0000224967
C4_01940W_A	PHO89	CAL0000191854	B9J08_002202		CAL0000224977
C2_02260W_A		CAL0000192454	B9J08_003656		CAL0000224979
C1_10610W_A	FCY23	CAL0000191201	B9J08_001737		CAL0000224991
C4_04580W_A	ZDS1	CAL0000179137	B9J08_001758		CAL0000225015
C5_04970C_A	PPR1	CAL0000179424	B9J08_004303		CAL0000225017
C5_03130W_A	SUT1	CAL0000177599	B9J08_005317		CAL0000225033
CR_01280C_A		CAL0000192697	B9J08_002461		CAL0000225047
C3_00480C_A	DOT5	CAL0000195251	B9J08_004003		CAL0000225059
C5_04620C_A		CAL0000175771	B9J08_004403		CAL0000218877
C1_07380C_A	KSP1	CAL0000176768	B9J08_001619		CAL0000218883
CR_03400W_A		CAL0000185259	B9J08_002651		CAL0000218895
C3_07040C_A	YSA1	CAL0000184863	B9J08_004751		CAL0000218911
C4_07180W_A	UBI3	CAL0000178202	B9J08_000632		CAL0000218933
C2_02070W_A	SPR3	CAL0000192509	B9J08_001194		CAL0000218949
C3_01630W_A	TFP1	CAL0000187512	B9J08_001893		CAL0000218965
C4_01550C_A	CPA1	CAL0000174966	B9J08_005231		CAL0000218995
C4_07070W_A	CTA6	CAL0000182389	B9J08_003781		CAL0000219037
CR_02920C_A	AQY1	CAL0000176060	B9J08_000928		CAL0000219055
C1_07350C_A	GPX3	CAL0000190813	B9J08_001814		CAL0000219061
C6_01200W_A		CAL0000179004	B9J08_005399		CAL0000219093
C1_00830W_A		CAL0000200953	B9J08_004944		CAL0000219131
C2_06740W_A		CAL0000180208	B9J08_000070		CAL0000219149
C1_13020C_A	SPC3	CAL0000195857	B9J08_004144		CAL0000219211
CR_03700C_A		CAL0000180268	B9J08_004855		CAL0000219215
C1_10780C_A	HNT1	CAL0000178567	B9J08_000238		CAL0000219253
C3_07660W_A		CAL0000186545	B9J08_001209		CAL0000219265
CR_05020W_A	LYP1	CAL0000175530	B9J08_004539		CAL0000224831
C3_04410C_A		CAL0000181937	B9J08_005507		CAL0000225069
CR_06540W_A	KIP1	CAL0000181692	B9J08_003988		CAL0000226579
C2_04570W_A		CAL0000183510	B9J08_003124		CAL0000227219
C7_01150W_A		CAL0000184415	B9J08_000716		CAL0000227229
CR_04760C_A		CAL0000183025	B9J08_001977		CAL0000220971
C1_10790W_A	CDC48	CAL0000177910	B9J08_000480		CAL0000224833
C1_06760C_A		CAL0000201524	B9J08_003602		CAL0000225113
C3_06880W_A		CAL0000190785	B9J08_001226		CAL0000225133
C4_07220C_A		CAL0000175980	B9J08_000628		CAL0000225147
C3_07430W_A		CAL0000178648	B9J08_001876		CAL0000225163
C1_10930C_A	UBA4	CAL0000183559	B9J08_000242		CAL0000225171
C2_00930C_A	VPS24	CAL0000175132	B9J08_003335		CAL0000225175
C1_02820W_A	LYS2	CAL0000183678	B9J08_003271		CAL0000225187
C1_03080C_A	TEM1	CAL0000197426	B9J08_004955		CAL0000225193
CR_09350C_A		CAL0000197736	B9J08_002694		CAL0000225283
CR_08960C_A	MPS1	CAL0000200652	B9J08_004652		CAL0000225309
C1_12170C_A		CAL0000186464	B9J08_001855		CAL0000225367
C2_01210C_A	HNM1	CAL0000200800	B9J08_003049		CAL0000225395
C1_07410C_A	SKP1	CAL0000178736	B9J08_001616		CAL0000225405
C3_03520C_A	PRE9	CAL0000190103	B9J08_002268		CAL0000225407
C2_02300W_A		CAL0000175942	B9J08_003652		CAL0000227199
C3_00570C_A		CAL0000194272	B9J08_003820		CAL0000227699
C1_11860W_A		CAL0000181643	B9J08_001566		CAL0000227763
C4_04440W_A		CAL0000180669	B9J08_000337		CAL0000216075
C7_03060C_A	CHS6	CAL0000201146	B9J08_004541		CAL0000216087
C6_01960W_A		CAL0000199372	B9J08_005503		CAL0000216115
C2_02100W_A	SNF2	CAL0000176922	B9J08_001192		CAL0000216137
CR_10440W_A		CAL0000179099	B9J08_000534		CAL0000216155
CR_03200C_A		CAL0000178058	B9J08_003494		CAL0000216203
CR_00210W_A	ALK2	CAL0000182983	B9J08_002668		CAL0000216205
CR_07200W_A		CAL0000189024	B9J08_003982		CAL0000216211
C6_04280W_A		CAL0000174534	B9J08_003009		CAL0000216215
C3_05100C_A	RPL18	CAL0000188970	B9J08_000090		CAL0000216221
C4_06240W_A		CAL0000178774	B9J08_000913		CAL0000216243
C7_03810W_A	SLA2	CAL0000178056	B9J08_001427		CAL0000216273
C6_02960W_A		CAL0000195320	B9J08_004864		CAL0000216287
C5_00900C_A	URA4	CAL0000193314	B9J08_002885		CAL0000216331
C3_07450C_A		CAL0000180350	B9J08_001874		CAL0000216337
C2_00420W_A		CAL0000182415	B9J08_002194		CAL0000216341
C6_01910W_A	ADK1	CAL0000198757	B9J08_005499		CAL0000216347
C3_02680C_A	SLD1	CAL0000198953	B9J08_005054		CAL0000216353
C1_00870W_A	LRO1	CAL0000182687	B9J08_004938		CAL0000216361
C3_06600C_A		CAL0000200048	B9J08_002376		CAL0000216379
C6_00720C_A	COX15	CAL0000185068	B9J08_001863		CAL0000217733
C2_04190C_A	UGA1	CAL0000181031	B9J08_000863		CAL0000217767
CR_08640C_A		CAL0000192873	B9J08_004909		CAL0000217787
C1_01330C_A	DUT1	CAL0000195525	B9J08_002020		CAL0000217803
CR_05750W_A		CAL0000200020	B9J08_001698		CAL0000217809
C2_00400C_A		CAL0000183480	B9J08_001646		CAL0000217825
C1_10640C_A	PEA2	CAL0000192711	B9J08_001356		CAL0000217833
C5_00620W_A		CAL0000182468	B9J08_002050		CAL0000217849
C1_07710C_A	ADE4	CAL0000174536	B9J08_002290		CAL0000217901
C4_04150C_A	PDB1	CAL0000175775	B9J08_005207		CAL0000217989
CR_05050W_A	GLN1	CAL0000185613	B9J08_004561		CAL0000218039
C2_01260W_A		CAL0000184123	B9J08_003044		CAL0000218113
C5_04060C_A	MEC1	CAL0000200852	B9J08_003114		CAL0000218129
C3_07440W_A	TPI1	CAL0000173961	B9J08_001875		CAL0000218131
CR_03050C_A	ZCF11	CAL0000181843	B9J08_000348		CAL0000218135
C1_01030W_A	HMT1	CAL0000187520	B9J08_002973		CAL0000218153
C6_00970C_A	HAL21	CAL0000189152	B9J08_001798		CAL0000218193
C1_08900W_A		CAL0000174928	B9J08_003063		CAL0000218245
C3_01310W_A		CAL0000196701	B9J08_000364		CAL0000218273
C1_10350C_A		CAL0000195606	B9J08_003606		CAL0000218275
C1_12630C_A		CAL0000187979	B9J08_003961		CAL0000218297
C4_02340W_A		CAL0000188954	B9J08_001382		CAL0000218303
C1_09000W_A		CAL0000194856	B9J08_004547		CAL0000218327
CR_06040W_A		CAL0000185916	B9J08_002496		CAL0000218333
C7_03590C_A		CAL0000182629	B9J08_003871		CAL0000218347
C4_02260C_A		CAL0000191193	B9J08_001419		CAL0000218377
C6_00770C_A		CAL0000198284	B9J08_001858		CAL0000218417
C5_04780W_A	ASH2	CAL0000198324	B9J08_004306		CAL0000218427
C1_04130W_A	ERB1	CAL0000194713	B9J08_005141		CAL0000218431
C4_02780W_A		CAL0000192278	B9J08_002212		CAL0000218447
C6_03750C_A	SBA1	CAL0000180443	B9J08_004237		CAL0000218509
C2_00520W_A	DFG5	CAL0000185288	B9J08_002188		CAL0000218513
CR_05210W_A		CAL0000198539	B9J08_004379		CAL0000218515
CR_03980W_A		CAL0000175944	B9J08_001840		CAL0000218559
CR_07600W_A		CAL0000192125	B9J08_000887		CAL0000218567
C1_08670W_A	SWI6	CAL0000183437	B9J08_002912		CAL0000218571
C2_00100C_A	PGA52	CAL0000178744	B9J08_003903		CAL0000218579
CR_09170C_A	SSU1	CAL0000176038	B9J08_003703		CAL0000218605
C7_00790W_A		CAL0000175009	B9J08_005415		CAL0000218651
C2_07660W_A	PDS5	CAL0000178884	B9J08_001130		CAL0000218671
CR_04420C_A	RBR2	CAL0000175612	B9J08_002560		CAL0000218679
C2_02370C_A	HOM2	CAL0000179646	B9J08_003646		CAL0000221319
C2_09610W_A		CAL0000178668	B9J08_004829		CAL0000221325
C3_05070W_A	CEM1	CAL0000200784	B9J08_002264		CAL0000221333
C2_02450C_A	UTP22	CAL0000188541	B9J08_005008		CAL0000221339
C1_13810W_A		CAL0000174249	B9J08_004645		CAL0000221347
C1_13760W_A	AGM1	CAL0000181233	B9J08_002512		CAL0000221395
C2_04520C_A		CAL0000175591	B9J08_003718		CAL0000221405
C1_08270C_A	MED15	CAL0000193033	B9J08_003619		CAL0000222981
C1_09840C_A		CAL0000185317	B9J08_002740		CAL0000222985
C2_04080W_A		CAL0000179553	B9J08_003622		CAL0000222999
C1_06020W_A	RGD1	CAL0000194715	B9J08_001817		CAL0000223029
C6_02800W_A		CAL0000182985	B9J08_001438		CAL0000223035
C2_03470C_A	COX6	CAL0000187468	B9J08_004273		CAL0000221439
C5_05090W_A		CAL0000197589	B9J08_004335		CAL0000221467
C4_06530C_A	XUT1	CAL0000189819	B9J08_004960		CAL0000221483
C4_05300W_A	XKS1	CAL0000191735	B9J08_005578		CAL0000221487
C5_03370C_A		CAL0000190405	B9J08_004074		CAL0000221497
C5_01140C_A		CAL0000194004	B9J08_000425		CAL0000221511
C6_03370W_A		CAL0000200989	B9J08_001440		CAL0000223081
C5_02070C_A		CAL0000181506	B9J08_001941		CAL0000223111
C2_08130W_A	ARA1	CAL0000195767	B9J08_004467		CAL0000223125
C2_10670W_A		CAL0000190403	B9J08_003578		CAL0000221513
C1_12840W_A		CAL0000187076	B9J08_003938		CAL0000221517
CR_03530W_A		CAL0000200955	B9J08_002989		CAL0000221537
C1_10100C_A	NTF2	CAL0000201779	B9J08_004024		CAL0000221577
C7_04030C_A	KAP120	CAL0000185596	B9J08_001992		CAL0000221599
C3_04430W_A	RIP1	CAL0000191527	B9J08_005505		CAL0000221609
C3_05240C_A	RPL8B	CAL0000183492	B9J08_005153		CAL0000221613
C7_04090C_A		CAL0000200522	B9J08_003289		CAL0000223201
C2_01900C_A		CAL0000176399	B9J08_004860		CAL0000223227
C4_02020W_A	CAT2	CAL0000184947	B9J08_000010		CAL0000223233
C2_02590W_A	ZRT2	CAL0000174214	B9J08_003657		CAL0000223235
C1_06410W_A		CAL0000200820	B9J08_000600		CAL0000223241
CR_00120C_A	MKC1	CAL0000183747	B9J08_002682		CAL0000221649
C2_00170C_A	HMA1	CAL0000180394	B9J08_000392		CAL0000221657
C5_03240W_A	BUB3	CAL0000179049	B9J08_002937		CAL0000221661
C3_07080W_A	RRD1	CAL0000191133	B9J08_002672		CAL0000221665
C1_07960W_A		CAL0000186441	B9J08_001610		CAL0000221677
C6_04520W_A	ILS1	CAL0000188404	B9J08_001624		CAL0000221691
C1_01870C_A	CYS4	CAL0000179764	B9J08_004618		CAL0000221699
C1_07050C_A		CAL0000193898	B9J08_005436		CAL0000221713
C7_00350C_A		CAL0000195509	B9J08_000834		CAL0000221723
C3_02430W_A	APL2	CAL0000200918	B9J08_002371		CAL0000221735
C1_12370W_A		CAL0000182230	B9J08_003917		CAL0000221749
C1_11160C_A		CAL0000198786	B9J08_005305		CAL0000221753
C5_01410C_A		CAL0000201797	B9J08_002056		CAL0000221761
C1_14490C_A	SAM35	CAL0000184640	B9J08_005444		CAL0000221777
C6_02070C_A	RPL23A	CAL0000187999	B9J08_001081		CAL0000221787
C2_08690C_A		CAL0000175253	B9J08_004792		CAL0000221803
C3_07730W_A	WOR4	CAL0000182523	B9J08_004135		CAL0000221893
C7_00410C_A		CAL0000177839	B9J08_000228		CAL0000221903
CR_05170C_A	FDH1	CAL0000180074	B9J08_002688		CAL0000221909
C4_04320W_A	FRE10	CAL0000177334	B9J08_000701		CAL0000219293
C1_03930W_A		CAL0000192464	B9J08_000626		CAL0000219295
C4_03720C_A		CAL0000200656	B9J08_002419		CAL0000219299
C5_03050C_A	PGA58	CAL0000184734	B9J08_002493		CAL0000219315
C6_00850W_A		CAL0000196844	B9J08_003442		CAL0000221929
C2_04120C_A		CAL0000199505	B9J08_000870		CAL0000221939
C1_11330C_A	SMT3	CAL0000178394	B9J08_005259		CAL0000221945
C1_06810W_A	CAT1	CAL0000188148	B9J08_002298		CAL0000222007
CR_10820W_A		CAL0000185982	B9J08_001252		CAL0000219363
C4_03600C_A		CAL0000193845	B9J08_004711		CAL0000219377
C3_06490W_A		CAL0000178294	B9J08_003569		CAL0000219413
C5_02810W_A		CAL0000197391	B9J08_001671		CAL0000219429
C3_02480C_A	CCP1	CAL0000199533	B9J08_002366		CAL0000219435
C5_02190C_A		CAL0000196185	B9J08_002551		CAL0000222029
CR_08360C_A	RPP2A	CAL0000175968	B9J08_004999		CAL0000222037
C3_06220C_A	OAC1	CAL0000186918	B9J08_000034		CAL0000222043
C1_00090W_A		CAL0000185968	B9J08_001269		CAL0000222075
CR_01980C_A	CRC1	CAL0000195874	B9J08_001889		CAL0000222081
C7_02990W_A	BCK1	CAL0000184306	B9J08_000735		CAL0000222089
C1_13580W_A	SEC18	CAL0000188106	B9J08_000643		CAL0000222101
C7_03540C_A	ENP2	CAL0000177364	B9J08_002120		CAL0000222127
C2_08050C_A	SIT1	CAL0000196424	B9J08_002110		CAL0000219489
C1_10470W_A		CAL0000201693	B9J08_003560		CAL0000219493
C2_08770C_A		CAL0000186293	B9J08_005187		CAL0000219505
C1_02640C_A	TOM20	CAL0000187425	B9J08_000053		CAL0000219509
C1_08620W_A	CTR2	CAL0000189658	B9J08_000258		CAL0000219513
C3_06210C_A	MUB1	CAL0000175626	B9J08_003899		CAL0000219527
C2_01600C_A	CDC55	CAL0000191618	B9J08_000141		CAL0000219567
C3_03150W_A		CAL0000187518	B9J08_001101		CAL0000219573
C1_11200W_A		CAL0000191057	B9J08_000336		CAL0000222135
CR_05980W_A		CAL0000174377	B9J08_000658		CAL0000219603
C4_02830C_A	HCA4	CAL0000199884	B9J08_002209		CAL0000219609
C5_02060W_A		CAL0000196133	B9J08_001942		CAL0000219621
C6_00390W_A		CAL0000178091	B9J08_000522		CAL0000219673
C1_06660W_A		CAL0000196966	B9J08_001111		CAL0000222283
C4_01860C_A		CAL0000190655	B9J08_001390		CAL0000222301
C5_01270W_A	SGE1	CAL0000189139	B9J08_002065		CAL0000219705
C1_00410C_A		CAL0000181570	B9J08_003167		CAL0000219761
C4_02280W_A	IDI1	CAL0000180278	B9J08_001421		CAL0000222353
C5_01940W_A		CAL0000193029	B9J08_004814		CAL0000222363
C2_03830W_A		CAL0000190353	B9J08_000202		CAL0000222375
C2_05760C_A		CAL0000199376	B9J08_000882		CAL0000222391
CR_03090C_A	MLC1	CAL0000194357	B9J08_000354		CAL0000222439
C2_03390C_A	HSP78	CAL0000189244	B9J08_004285		CAL0000219797
C3_02640C_A	ZCF1	CAL0000188324	B9J08_000414		CAL0000219807
C2_04830W_A		CAL0000193865	B9J08_004606		CAL0000219845
C3_05860C_A		CAL0000182639	B9J08_002092		CAL0000219873
C1_07580C_A	PRY1	CAL0000185546	B9J08_003148		CAL0000222463
C2_05380W_A		CAL0000184951	B9J08_003637		CAL0000222507
C1_11480W_A	PHO84	CAL0000178178	B9J08_001464		CAL0000222557
C5_02980C_A		CAL0000199935	B9J08_001089		CAL0000219911
CR_02930W_A		CAL0000189475	B9J08_000929		CAL0000219941
C3_02040C_A		CAL0000180322	B9J08_000207		CAL0000219943
C7_01780W_A	LPI9	CAL0000189406	B9J08_005098		CAL0000219961
C6_01970C_A	RPL25	CAL0000200350	B9J08_000554		CAL0000219981
C3_07830W_A	FBP1	CAL0000200348	B9J08_005163		CAL0000219995
C2_03960W_A	RPL39	CAL0000177209	B9J08_000727		CAL0000222571
C2_02380W_A	POB3	CAL0000189327	B9J08_003645		CAL0000222579
C7_02170C_A		CAL0000191289	B9J08_005536		CAL0000222621
C1_13740W_A	KAR9	CAL0000186111	B9J08_002510		CAL0000222647
C7_01850C_A	CRN1	CAL0000181821	B9J08_004936		CAL0000220025
C4_02800W_A	RPC53	CAL0000175841	B9J08_002210		CAL0000220047
C1_01080W_A		CAL0000180524	B9J08_003399		CAL0000220057
C3_00090W_A	RPS24	CAL0000180342	B9J08_003089		CAL0000220061
C3_02120W_A		CAL0000188377	B9J08_005337		CAL0000220683
C2_09420W_A		CAL0000180818	B9J08_003025		CAL0000220691
C2_08920W_A		CAL0000187870	B9J08_004789		CAL0000220725
CR_03520C_A		CAL0000188252	B9J08_002987		CAL0000222671
C4_05460C_A	OFD1	CAL0000194379	B9J08_003216		CAL0000222679
C4_05660C_A	BRN1	CAL0000196556	B9J08_005042		CAL0000222699
C1_09810W_A		CAL0000179660	B9J08_004049		CAL0000222707
C1_07260C_A		CAL0000193912	B9J08_001587		CAL0000222763
C1_10260C_A	RPA34	CAL0000179921	B9J08_004035		CAL0000220761
CR_00590W_A	PHO81	CAL0000175069	B9J08_000691		CAL0000220765
C3_01560W_A		CAL0000191988	B9J08_000188		CAL0000220779
C5_05170W_A	PAN3	CAL0000174293	B9J08_000028		CAL0000220781
C3_00780W_A	HOS2	CAL0000178362	B9J08_002850		CAL0000221171
C2_08780W_A	RPT6	CAL0000174449	B9J08_005186		CAL0000221201
C2_00570W_A		CAL0000190097	B9J08_002198		CAL0000222771
C2_04360W_A		CAL0000186670	B9J08_003726		CAL0000222859
C2_06290C_A	ATP14	CAL0000181045	B9J08_000084		CAL0000222861
C3_05120C_A		CAL0000183866	B9J08_000088		CAL0000222865
C7_01490W_A		CAL0000195416	B9J08_001234		CAL0000221233
CR_10260W_A		CAL0000180659	B9J08_003905		CAL0000221243
C4_00630C_A	SEC72	CAL0000197577	B9J08_003533		CAL0000221269
C6_00600C_A	YHM2	CAL0000182355	B9J08_004591		CAL0000222891
C4_01060W_A	MLP1	CAL0000185542	B9J08_002664		CAL0000222897
C1_11080W_A		CAL0000192951	B9J08_005300		CAL0000222963
C1_02860C_A	YKT6	CAL0000191319	B9J08_003263		CAL0000226927
C3_03530W_A		CAL0000192825	B9J08_002269		CAL0000226949
C3_06710W_A		CAL0000187243	B9J08_002902		CAL0000226953
C2_05680W_A	COG4	CAL0000175481	B9J08_000872		CAL0000226957
CR_08900C_A		CAL0000184168	B9J08_004621		CAL0000226981
C4_06600W_A	TOP2	CAL0000175071	B9J08_002521		CAL0000227009
CR_03060W_A	ARC1	CAL0000195614	B9J08_000351		CAL0000227027
C5_04120C_A		CAL0000184902	B9J08_003121		CAL0000227059
C4_02310W_A	BEM3	CAL0000193467	B9J08_001424		CAL0000227069
C3_07920W_A		CAL0000193171	B9J08_005158		CAL0000227073
C1_06550W_A	GLT1	CAL0000182870	B9J08_000613		CAL0000227083
CR_06960W_A		CAL0000191350	B9J08_001692		CAL0000227085
C4_03030C_A	NAN1	CAL0000198224	B9J08_000214		CAL0000227099
C2_02720W_A		CAL0000186626	B9J08_003076		CAL0000227111
C3_04080W_A		CAL0000176689	B9J08_004433		CAL0000227143
